ANOENC,CPRO,ZONAUR,NMIEMB,NMIEM3,NMIEM4,NMIEM7,UC1,UC2,TIPHOGAR_9,TIPHOGAR_10,TIPHOGAR_11,NUMACTI,NUMOCUP,NUMESTU,SITUOCU_HOG,SITUACT_HOG,SEXOSP,NACIONASP,ECIVILSP,UNIONSP,ESTUDIOS_SP,SITUACT_SP,JORNADASP,IMPEXACPSP,INTERINPSP,SITPROF,SECTOR,TIPOCONT,SITSOCI,SITSOCI_RE,REGTEN,TIPOEDIF,ZONARES,TIPOCASA,NHABIT,ANNOCON,SUPERF,AGUACALI,FUENAGUA,CALEF,FUENCALE,PAGAGC,GC_AGUAFRI,ALQAGFRI,FUENPRIN,IMPEXAC,IMPUEXAC,INTERIN,IMPU_INTER,NUMPERI,CODIGO,GASTO,FACTOR,QAGUA,EDAD_SP,numero_HOGAR,vivienda,HOGAR
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,1,,2,,4,1,,,,1,6,1,4,2,2,3,3,2,06,1,090,1,2,1,2,1,6,,2,2390,1,05,6,02,04411,14741.66,201.388856,73.19997885,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,6,,3,,2,4,,,,1,6,1,8,5,2,4,4,3,04,6,065,1,2,1,2,1,6,,3,900,6,02,6,01,04411,35264.96,544.212278,64.80000806,3,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,1,,1,,2,1,,,,1,1,2,1,1,2,4,3,2,05,6,090,1,2,1,2,1,6,,2,1887,1,04,6,02,04411,55507.67,329.305131,168.5599913,1,0,0,0
2006,48,1,05,03,02,03,3.2,2.4,5,4,4,02,02,00,2,2,6,,2,,8,1,,,,1,1,1,2,2,1,4,3,2,05,6,074,1,1,1,4,1,6,,2,3999,1,07,6,02,04411,31794.92,335.814486,94.6800133,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,00,00,00,8,8,6,,3,,2,6,,,,,,,10,6,2,4,4,3,05,6,060,1,2,1,2,1,6,,3,734,1,02,6,02,04411,15233.65,383.526055,39.71998721,3,0,0,0
2006,20,1,02,01,01,01,1.5,1.3,3,5,6,01,01,00,-9,-9,1,,1,,8,1,,,,1,6,1,4,2,2,3,3,2,05,6,091,1,2,1,2,1,6,,2,2051,1,05,6,01,04411,13279.66,177.062182,74.99997939,2,0,0,0
2006,48,1,03,00,03,00,2.4,2,3,6,6,02,02,00,3,3,1,,2,,6,4,,,,3,-9,-9,8,5,1,4,3,2,05,6,072,1,2,1,4,1,6,,3,2132,1,05,1,03,04411,39105.08,453.024603,86.31999176,3,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,01,01,00,6,6,6,,2,,1,4,,,,1,1,1,8,5,2,4,3,2,04,6,068,1,3,6,,1,6,,3,4042,1,07,6,03,04411,24220.74,375.864944,64.440008,3,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,01,01,00,5,5,1,,2,,3,1,,,,1,6,1,4,2,1,4,3,2,05,6,085,1,1,1,4,1,6,,2,2118,1,05,1,01,04411,28648.38,507.230591,56.47999255,3,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,6,,2,,8,1,,,,1,6,1,4,2,1,4,3,2,04,1,050,1,2,1,2,1,6,,2,3405,1,07,6,02,04411,20776.34,365.266123,56.880008,2,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,6,6,01,01,00,-9,-9,6,,3,,3,6,,,,,,,10,6,1,4,3,2,06,6,100,1,4,1,4,1,6,,3,1964,1,04,1,02,04411,21636.13,468.720372,46.15999494,3,0,0,0
2006,20,1,04,01,03,02,2.9,2.3,5,4,4,02,02,01,2,2,1,,2,,6,1,,,,1,6,1,3,1,2,4,3,2,06,1,090,1,2,1,2,1,6,,2,2696,1,06,6,02,04411,24574.63,324.032621,75.83998773,2,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,2,4,,,,3,-9,-9,8,5,1,4,3,2,05,6,113,1,1,1,4,1,6,,3,1110,6,03,6,01,04411,31852.16,490.334914,64.96000813,3,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,01,01,00,5,5,1,,2,,2,1,,,,1,6,1,3,1,2,4,4,3,05,6,059,1,2,1,2,1,6,,2,1197,6,03,6,01,04411,21599.87,232.757219,92.80000033,2,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,3,4,,,,1,6,1,8,5,1,4,3,2,05,6,075,1,2,1,4,1,6,,3,1409,6,03,6,01,04411,22561.62,507.230591,44.48000653,3,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,1,,2,,4,1,,,,1,6,1,3,1,2,4,3,2,06,1,086,1,2,1,2,1,6,,2,1637,1,04,6,02,04411,17883.82,243.251106,73.5199946,2,0,0,0
2006,48,1,01,00,01,00,1,1,1,1,1,01,01,00,-9,-9,1,,1,,7,1,,,,1,6,1,4,2,1,4,3,2,05,6,070,1,1,1,4,1,6,,2,2479,6,05,6,01,04411,28581.95,724.694458,39.4400008,2,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,01,01,00,6,6,1,,2,,5,4,,,,1,1,1,8,5,1,4,4,3,05,6,065,1,2,1,2,1,6,,3,2221,6,05,6,02,04411,22563.04,349.002981,64.6499922,3,0,0,0
2006,20,1,04,00,04,01,3.1,2.5,6,5,5,03,02,01,2,1,1,,2,,2,1,,,,1,6,1,3,1,3,4,3,2,05,6,085,1,1,6,,1,6,6,2,1832,1,04,6,02,04411,68482.73,505.743555,135.4099905,2,0,0,0
2006,20,1,04,01,03,02,2.9,2.3,5,4,4,02,02,01,2,2,1,,2,,6,1,,,,1,6,1,3,1,5,4,3,2,05,6,080,1,2,1,2,1,6,6,2,2143,1,05,6,02,04411,28706.39,320.99286,89.42999542,2,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,8,4,,,,1,6,1,8,5,1,4,3,2,-9,6,-9,1,1,1,1,1,6,,3,1754,1,04,1,-9,04411,60666.69,429.04305,141.4000064,3,0,0,0
2006,20,1,04,01,03,02,3.1,2.5,5,4,4,01,01,01,5,5,1,,2,,4,1,,,,3,-9,-9,5,3,1,3,3,2,06,6,150,1,2,1,2,1,6,,1,1651,1,04,6,01,04411,42320.11,270.105348,156.6800151,2,0,0,0
2006,48,1,02,01,01,01,1.5,1.3,4,2,2,00,00,00,8,8,6,,3,,3,6,,,,,,,10,6,1,4,3,2,05,6,065,1,2,1,2,1,6,,3,918,6,02,6,02,04411,27122.69,160.489293,168.9999968,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,01,01,00,-9,-9,1,,1,,3,1,,,,1,6,1,3,1,2,4,3,2,03,6,100,1,3,1,3,1,6,,2,588,1,02,6,01,04411,44187.34,634.510958,69.63999509,1,0,0,0
2006,48,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,6,,3,,2,6,,,,,,,10,6,1,4,3,2,06,6,110,1,2,1,2,1,6,,3,1344,6,03,6,01,04411,108769.51,601.335216,180.8799936,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,01,01,00,-9,-9,6,,3,,2,4,,,,1,6,1,8,5,1,4,3,2,06,6,088,1,2,1,2,1,1,,3,813,1,02,6,01,04411,31866.07,369.847649,86.1599907,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,02,02,00,2,2,1,,2,,3,1,,,,2,-9,-9,5,3,2,3,4,3,04,6,060,1,2,1,2,1,6,,1,2143,1,05,6,02,04411,33202.94,267.938484,123.9200114,1,0,0,0
2006,48,1,03,00,03,01,2.4,2,5,4,4,02,02,01,2,2,1,,2,,5,1,,,,2,-9,-9,5,3,1,4,3,2,05,6,080,1,1,6,,1,6,,1,1750,6,04,6,02,04411,32748,410.787807,79.71999033,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,01,01,00,5,5,1,,2,,3,1,,,,1,6,1,4,2,1,4,3,2,03,6,050,1,3,6,,1,1,,2,2185,1,05,6,02,04411,36828.62,295.954846,124.4399965,2,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,1,,2,,5,1,,,,2,-9,-9,5,3,1,4,3,2,05,6,085,1,2,1,2,1,6,,1,2783,1,06,6,02,04411,19878.3,228.381202,87.04000078,2,0,0,0
2006,48,1,05,00,05,00,3.8,3,3,6,6,03,02,00,7,4,1,,2,,5,4,,,,3,-9,-9,8,5,1,4,3,2,05,6,100,1,1,1,1,1,6,,3,1801,1,04,1,03,04411,148769.28,713.453296,208.5199982,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,6,4,,,,1,6,1,8,5,1,3,4,3,05,6,073,1,2,1,2,1,6,,3,1458,1,03,6,01,04411,28676.03,296.239944,96.80001155,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,02,02,00,2,2,1,,2,,2,1,,,,2,-9,-9,5,3,1,4,3,2,04,6,080,1,1,1,1,1,1,,1,1281,1,03,1,02,04411,31892.09,295.954846,107.7599858,3,0,0,0
2006,20,1,04,01,03,01,3.1,2.5,6,5,5,01,01,00,5,5,1,,2,,5,1,,,,2,-9,-9,5,3,1,3,4,3,04,6,058,1,2,1,2,1,1,,1,2610,1,06,6,02,04411,15578.34,248.220882,62.75998971,2,0,0,0
2006,48,1,01,00,01,00,1,1,1,1,1,01,01,00,-9,-9,1,,1,,8,1,,,,1,1,1,1,1,2,4,3,2,04,6,091,1,1,6,,1,6,,2,1500,6,04,6,01,04411,33176.51,634.10765,52.31999645,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,01,01,00,-9,-9,6,,1,,7,1,,,,1,1,1,1,1,1,4,3,2,03,6,045,1,3,6,,1,1,,2,1642,1,04,6,01,04411,69456.24,689.871298,100.6799967,2,0,0,0
2006,48,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,1,,2,,8,1,,,,1,6,1,4,2,2,4,3,2,05,6,076,1,2,1,2,1,6,,2,3300,6,07,6,02,04411,53934.33,390.037133,138.2799878,1,0,0,0
2006,20,1,04,01,03,01,2.9,2.3,6,5,5,01,01,00,6,6,1,,2,,2,4,,,,1,6,1,8,5,1,4,3,2,04,6,075,1,2,1,2,1,1,,3,2473,1,05,6,02,04411,13590.87,269.660206,50.39998375,3,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,1,,2,,3,1,,,,1,6,1,3,1,2,1,2,1,06,1,256,1,2,1,2,1,6,,2,3021,1,07,6,02,04411,50646.12,285.233825,177.5600071,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,6,,3,,2,6,,,,,,,10,6,1,4,3,2,04,6,070,1,2,6,,1,1,,3,347,1,01,6,01,04411,57466.36,533.281034,107.7599921,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,2,4,,,,1,6,1,8,5,1,4,3,2,05,6,085,1,3,1,3,1,6,,3,1707,1,04,6,02,04411,43780.77,354.787442,123.399999,3,0,0,0
2006,20,1,06,00,06,00,4.5,3.5,3,6,6,04,04,01,-9,-9,1,,1,,8,1,,,,1,6,1,4,2,1,3,3,2,15,6,400,1,4,1,4,1,6,,-9,7367,1,09,6,-9,04411,79184.5,879.827754,90.00000243,2,0,0,0
2006,48,1,03,01,02,01,2.2,1.8,5,4,4,02,01,00,5,2,1,,1,,8,1,,,,2,-9,-9,5,3,2,4,3,2,05,6,100,1,2,1,2,1,6,,1,2700,1,06,6,02,04411,36858.89,384.266943,95.92001256,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,02,02,00,-9,-9,6,,1,,6,1,,,,1,6,1,3,1,1,3,4,3,06,6,115,1,2,6,,6,,,2,3000,6,07,6,02,04411,99648.72,366.949199,271.5599878,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,02,02,00,2,2,1,,2,,3,1,,,,1,6,1,3,1,2,4,3,2,04,6,075,1,2,1,2,1,1,,2,1573,1,04,6,02,04411,31687.39,367.773774,86.16000444,1,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,01,00,00,8,-9,1,,1,,3,3,,,,1,6,1,7,4,3,4,3,2,03,6,065,1,3,6,,1,1,6,4,920,1,02,6,01,04411,54823.77,562.641336,97.43999684,2,0,0,0
2006,20,1,02,01,01,01,1.5,1.3,4,2,2,01,01,00,-9,-9,6,,5,,6,1,,,,1,6,2,4,2,2,4,3,2,05,1,098,1,1,1,2,1,6,,2,892,1,02,6,01,04411,17039.58,184.052549,92.57997291,2,0,0,0
2006,48,1,03,00,03,00,2.4,2,3,6,6,02,02,00,3,3,1,,2,,2,1,,,,1,6,1,3,1,1,4,3,2,05,6,070,1,2,1,2,1,6,,2,3909,1,07,1,02,04411,71684.53,435.719272,164.5199894,2,0,0,0
2006,20,1,04,01,03,02,3.1,2.5,5,4,4,02,02,01,2,2,1,,2,,6,1,,,,3,-9,-9,5,3,1,3,3,1,07,6,135,1,1,1,1,6,,,1,2245,1,05,6,02,04411,25697.73,277.573263,92.57999031,2,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,1,,2,,6,1,,,,1,6,1,4,2,2,4,3,3,05,6,075,1,1,1,1,1,1,,2,1890,1,04,6,02,04411,26569.1,334.454978,79.43998968,1,2,1,1
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,6,,2,,8,1,,,,1,1,1,1,1,1,4,3,2,05,1,076,1,2,1,2,1,6,,2,2200,6,05,6,02,04411,36412.35,394.073019,92.40000773,2,2,1,2
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,02,02,00,-9,-9,6,,5,,5,1,,,,3,-9,-9,5,3,1,2,2,1,11,1,240,1,2,1,2,6,,,1,2000,6,05,6,02,04411,21325.19,355.419887,59.99999094,2,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,1,,2,,6,1,,,,1,6,1,4,2,2,4,3,2,05,1,100,1,2,1,2,1,6,,2,2800,6,06,6,02,04411,37666.26,387.273901,97.260001,2,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,1,,2,,5,1,,,,2,-9,-9,5,3,2,4,3,2,06,1,089,1,2,1,1,1,6,,1,1800,6,04,6,02,04411,20024.54,217.280137,92.16001185,2,0,0,0
2006,48,1,04,01,03,01,2.9,2.3,6,5,5,01,01,00,-9,-9,1,,3,,2,4,,,,1,6,1,8,5,1,4,3,2,05,6,093,1,2,1,2,1,6,,3,1745,1,04,1,02,04411,57126.65,347.232263,164.5199945,3,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,1,,1,,2,4,,,,2,-9,-9,8,5,5,3,3,2,06,1,092,1,2,1,2,1,6,6,3,775,1,02,6,01,04411,86395.51,676.656601,127.6799929,3,0,0,0
2006,48,1,04,00,04,00,3.1,2.5,3,6,6,03,02,00,3,4,1,,2,,2,1,,,,1,6,1,3,1,1,4,3,2,05,6,072,1,3,6,,1,6,,1,2989,1,06,6,02,04411,50956.77,462.570547,110.1599968,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,02,02,00,2,2,6,,2,,3,1,,,,1,6,1,3,1,2,3,3,2,06,1,200,1,2,1,2,1,6,,2,2811,1,06,6,02,04411,34660.62,374.38556,92.58001297,1,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,01,01,00,6,6,1,,2,,3,4,,,,1,6,1,8,5,1,4,3,3,05,6,060,1,3,1,1,1,6,,3,2184,6,05,6,02,04411,31544.76,437.392734,72.11999091,3,2,2,1
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,01,01,00,5,5,1,,2,,6,1,,,,1,6,1,3,1,1,4,3,2,05,1,100,1,2,1,2,1,6,,2,1700,6,04,6,01,04411,41248.24,286.565489,143.9400123,2,2,2,2
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,00,00,00,8,8,1,,1,,2,4,,,,1,6,1,8,5,2,4,3,2,05,6,070,1,2,1,2,6,,,3,1000,6,03,6,02,04411,38262.72,415.177118,92.1599923,3,0,0,0
2006,48,1,02,01,01,01,1.5,1.3,4,2,2,01,01,00,-9,-9,6,,1,,3,1,,,,1,6,3,3,1,1,4,3,2,05,6,067,1,2,1,2,1,6,,2,950,6,02,6,01,04411,28149.58,301.000626,93.52000484,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,01,01,00,-9,-9,1,,1,,6,1,,,,1,6,1,3,1,1,4,3,2,06,6,088,1,2,1,2,1,6,,2,1800,6,04,6,01,04411,151753.5,505.84501,299.9999941,2,0,0,0
2006,20,1,04,01,03,02,3.1,2.5,5,4,4,02,02,01,2,2,1,,2,,6,1,,,,1,6,1,3,1,1,4,3,2,05,6,098,1,2,1,2,1,6,,2,3000,6,07,6,02,04411,75475.95,362.865142,208.0000013,2,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,01,00,5,2,1,,2,,5,1,,,,1,6,1,3,1,2,4,3,2,05,6,080,1,2,1,2,1,1,,2,1831,1,04,6,02,04411,43206.63,295.854785,146.0399905,2,0,0,0
2006,48,1,04,00,04,01,3.1,2.5,6,5,5,02,02,01,2,2,6,,2,,5,1,,,,1,1,1,2,2,2,4,3,2,05,1,069,1,2,1,2,1,6,,2,3464,6,07,6,03,04411,101493.33,520.371889,195.0399938,2,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,01,01,00,-9,-9,6,,3,,2,6,,,,,,,10,6,1,4,3,2,04,6,060,1,2,1,2,1,1,,3,924,1,02,6,01,04411,71931.13,517.192458,139.0800057,2,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,02,00,2,2,6,,2,,8,1,,,,1,1,1,2,2,1,4,3,2,06,6,094,1,2,1,2,1,6,,2,4550,6,07,6,02,04411,60872.09,291.14258,209.0799978,2,0,0,0
2006,48,1,05,02,03,03,3.4,2.6,6,5,5,02,02,01,-9,-9,6,,3,,3,1,,,,1,6,1,3,1,2,4,3,2,05,1,069,1,2,1,2,1,6,,2,2555,1,06,6,02,04411,97734.46,445.13784,219.5599907,2,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,1,,2,,5,1,,,,1,6,1,3,1,1,4,3,2,05,6,068,1,1,1,1,1,1,,2,1626,1,04,6,02,04411,19991.26,319.145334,62.63998834,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,1,,4,,2,4,,,,1,6,1,8,5,1,4,3,3,05,6,074,1,3,6,,1,6,,3,1000,6,03,6,01,04411,98290.68,472.55136,207.9999939,3,0,0,0
2006,20,1,04,00,04,00,3.1,2.5,3,6,6,03,03,00,4,4,1,,2,,2,1,,,,2,-9,-9,5,3,3,4,3,2,04,6,060,1,1,6,,6,,6,1,1937,1,04,6,01,04411,30016.17,377.04016,79.61000759,3,0,0,0
2006,20,1,05,00,05,00,3.8,3,3,6,6,01,01,00,-9,-9,1,,1,,2,1,,,,2,-9,-9,5,3,1,1,3,1,06,6,330,1,1,1,5,6,,,1,4135,6,07,6,04,04411,189253.92,512.827672,369.0399921,3,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,01,00,5,2,1,,2,,6,1,,,,1,6,1,3,1,2,4,3,2,04,6,071,1,1,1,1,1,1,,2,1926,1,04,6,02,04411,25087.01,360.652803,69.56000284,2,0,0,0
2006,20,1,02,00,02,01,1.7,1.5,4,2,2,00,00,01,8,8,6,,3,,2,6,,,,,,,10,6,1,4,3,2,05,6,095,1,2,1,2,1,6,,3,1000,6,03,6,01,04411,82871.87,345.299465,239.9999954,2,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,1,,2,,6,1,,,,2,-9,-9,5,3,2,4,3,2,04,1,065,1,1,1,1,1,6,,2,3000,6,07,6,02,04411,51479.57,233.998033,220.0000117,2,0,0,0
2006,48,1,04,00,04,01,3.1,2.5,6,5,5,02,01,00,5,3,1,,2,,2,1,,,,1,6,1,3,1,2,4,3,2,06,6,098,1,2,1,2,1,6,,2,1907,1,04,1,02,04411,102966.24,380.286005,270.7600034,2,0,0,0
2006,20,1,04,02,02,02,2.7,2.1,5,4,4,02,02,00,2,2,1,,2,,6,1,,,,1,6,1,3,1,1,3,3,2,05,1,078,1,1,1,1,1,6,,2,2500,1,06,6,02,04411,24220.53,225.097884,107.5999897,2,0,0,0
2006,20,1,03,01,02,01,2.2,1.8,5,4,4,02,01,00,5,2,1,,2,,3,1,,,,2,-9,-9,5,3,1,4,3,2,05,6,098,1,2,1,2,1,6,,1,1095,1,03,6,01,04411,45704.01,207.745482,220.0000191,2,0,0,0
2006,48,1,04,00,04,00,3.1,2.5,3,6,6,03,03,00,4,4,1,,2,,3,1,,,,1,6,1,3,1,2,4,3,2,06,1,089,1,2,1,2,1,6,,2,5092,1,08,6,03,04411,54756.97,431.157224,127.0000059,2,0,0,0
2006,20,2,02,00,02,00,1.7,1.5,2,6,6,01,01,00,-9,-9,6,,1,,6,2,,,,1,6,1,4,2,1,1,7,3,09,6,-9,1,4,1,4,6,,,2,1383,1,03,6,-9,04411,34854.76,389.699879,89.44000724,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,01,01,00,-9,-9,6,,3,,2,6,,,,,,,10,6,1,4,3,2,05,6,070,1,3,6,,1,1,,3,1283,1,03,6,01,04411,30014.37,431.488924,69.56000103,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,6,6,01,01,00,-9,-9,1,,5,,5,1,,,,1,6,1,3,1,1,3,3,2,05,6,076,1,2,1,2,1,6,,2,1720,6,04,6,02,04411,63842.51,332.513052,192.0000121,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,1,,1,,6,4,,,,1,6,1,8,5,1,4,3,2,04,6,060,1,1,6,,1,1,,3,1430,1,03,6,01,04411,49876.41,717.027164,69.56000066,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,2,4,,,,1,6,1,8,5,1,4,3,2,05,1,095,1,2,1,2,1,6,,3,420,6,01,6,01,04411,41653.59,409.331653,101.7600024,3,0,0,0
2006,48,1,04,00,04,00,3.1,2.5,3,6,6,00,00,00,8,8,6,,1,,5,4,,,,1,1,1,8,5,1,4,3,2,05,6,090,1,4,1,4,1,1,,3,4683,1,07,6,04,04411,73405.8,521.941157,140.6399917,3,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,00,00,00,8,8,1,,2,,2,4,,,,1,6,1,8,5,1,4,3,2,05,1,096,1,2,1,2,1,6,,3,1368,1,03,6,-9,04411,54185.33,435.713533,124.3599886,3,0,0,0
2006,48,1,03,01,02,01,2.2,1.8,5,4,4,01,01,00,5,5,1,,1,,8,2,,,,1,6,1,3,1,2,4,3,2,05,1,085,1,4,1,4,1,6,,2,2866,1,06,6,01,04411,19175.98,374.823741,51.15999309,1,0,0,0
2006,20,1,03,01,02,02,2.2,1.8,4,2,2,00,00,01,8,8,6,,3,,2,6,,,,1,6,1,10,6,3,4,3,2,05,6,080,1,2,1,2,1,6,6,3,1480,1,03,6,03,04411,26307.43,285.453845,92.16001277,2,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,6,,2,,2,4,,,,1,6,3,8,5,3,4,3,2,05,1,080,1,2,1,2,6,,6,3,695,6,02,6,02,04411,16876.53,542.305095,31.1199916,3,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,01,01,00,5,5,1,,2,,2,1,,,,1,6,1,3,1,1,4,3,2,05,6,098,1,2,1,2,1,6,,2,1652,1,04,6,01,04411,57030.17,423.449462,134.6799916,3,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,01,01,00,-9,-9,6,,1,,7,1,,,,1,6,1,4,2,1,3,3,2,04,6,075,1,2,1,2,1,6,,2,1169,6,03,6,01,04411,89204.92,743.374319,120.0000023,2,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,02,01,00,5,3,1,,2,,5,1,,,,1,6,1,3,1,1,4,3,2,05,1,110,1,2,1,2,1,6,,2,1300,6,03,6,01,04411,46730.98,370.880782,126.000004,2,0,0,0
2006,20,1,01,00,01,00,1,1,1,1,1,00,00,00,8,8,6,,3,,2,6,,,,3,-9,-9,10,6,1,4,3,2,05,6,090,1,2,1,2,1,6,,3,701,1,02,6,01,04411,71733.58,640.249739,112.0399988,3,0,0,0
2006,48,1,05,03,02,03,3.2,2.4,5,4,4,02,02,00,2,2,1,,1,,8,1,,,,1,1,1,2,2,2,4,3,2,04,1,068,1,2,1,2,1,6,,2,1493,1,03,1,02,04411,29075.65,484.271366,60.03999419,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,01,01,00,5,5,1,,2,,2,2,,,,1,6,1,3,1,1,4,3,2,05,1,095,1,2,1,2,1,6,,2,4400,6,07,6,02,04411,55365.09,446.492637,124.0000067,2,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,01,00,00,8,6,1,,2,,2,4,,,,1,1,1,8,5,1,4,2,2,03,6,045,1,2,6,,1,6,,3,720,1,02,6,01,04411,37652.4,485.461556,77.56000354,3,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,02,02,00,3,3,1,,2,,2,1,,,,1,6,1,4,2,2,4,3,2,04,6,082,1,2,1,2,1,6,,2,2106,1,05,1,-9,04411,53621.92,398.498247,134.5599897,3,0,0,0
2006,48,1,05,02,03,02,3.4,2.6,6,5,5,02,02,00,2,2,1,,2,,8,1,,,,1,1,1,2,2,1,4,3,2,05,6,088,1,4,1,4,1,1,,2,3503,1,07,6,02,04411,68667.25,488.248372,140.6399979,2,0,0,0
2006,20,1,04,01,03,02,3.1,2.5,5,4,4,01,01,01,5,5,1,,2,,2,1,,,,1,1,1,1,1,2,4,3,2,05,1,090,1,2,1,2,1,6,,2,2500,6,06,6,01,04411,39779.04,331.160828,120.120004,2,0,0,0
2006,20,1,04,01,03,02,3.1,2.5,5,5,5,01,01,01,-9,-9,6,,4,,3,1,,,,3,-9,-9,5,3,1,4,3,2,06,6,100,1,2,1,2,1,6,,1,3580,6,07,6,02,04411,37874.03,337.558179,112.2000069,2,0,0,0
2006,20,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,6,4,,,,1,6,1,8,5,1,4,3,3,04,6,080,1,2,1,2,1,6,,3,1767,1,04,1,01,04411,54539.35,409.331653,133.2400014,3,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,00,00,00,8,8,1,,2,,2,4,,,,1,1,1,8,5,2,4,3,2,05,6,090,1,4,1,4,1,1,,3,1521,1,04,6,02,04411,58243.76,468.046964,124.439991,3,0,0,0
2006,48,1,02,00,02,00,1.7,1.5,2,3,3,01,01,00,5,5,1,,2,,4,4,,,,1,6,1,8,5,1,4,3,2,05,1,098,1,4,1,4,1,6,,-9,3528,1,07,6,02,04411,28247.2,344.8145,81.91998886,2,0,0,0
2006,20,1,03,00,03,00,2.4,2,3,6,6,01,01,00,6,6,1,,2,,2,4,,,,1,6,1,8,5,1,4,4,3,05,6,065,1,2,1,2,1,1,,3,825,1,02,6,01,04411,39344.47,430.276387,91.43999343,3,0,0,0
