"ORDENCCC","ORDENTRA","NUTS1","CNACE","ESTRATO2","CONTROL","MERCADO","REGULACION","SEXO","TIPOPAIS","CNO1","RESPONSA","ESTU","ANOANTI","MESANTI","TIPOJOR","TIPOCON","FIJODISM","FIJODISD","VAL","VAN","PUENTES","JAP","JSP1","JSP2","HEXTRA","DRELABM","SIESPM1","DSIESPM1","SIESPM2","DSIESPM2","SALBASE","EXTRAORM","PHEXTRA","COMSAL","COMSALTT","IRPFMES","COTIZA","BASE","DRELABAM","DRELABAD","SIESPA1","DSIESPA1","SIESPA2","DSIESPA2","SIESPA3","DSIESPA3","SIESPA4","DSIESPA4","SALBRUTO","GEXTRA","VESP","ANOS2","FACTOTAL","DIASMES","DIASRELABA","DIASANO","SALMES","SALMOR","SALNETO","SALANUAL","SALAOR","JMP1","SALHORA","MUJER","MUJERPRIV","ANTIGUEDAD","PROV"
48020504,6,"NORESTE","J0","3","PRIVADO","MREGIONAL","3","HOMBRE","ESPANOL","A0",1,"POSGRADO",0,11,"COMPLETA","INDEFINIDO",0,0,26,0,3,1700,37,15,0,31,6,0,6,0,7916.67,0,0,0,0,2622.02,228.41,3597,12,0,6,0,6,0,6,0,6,0,97837.1,23954.25,723.84,4,1,31,365,365,7916.67,7916.67,5066.24,98560.94,73882.85,162.0375,48.8570238370748,0,0,0.916666666666667,"BIZKAIA"
48000730,14,"NORESTE","C6","3","PRIVADO","MMUNDIAL","2","HOMBRE","ESPANOL","M0",0,"SECUNDARIA1",16,9,"PARCIAL","INDEFINIDO",0,0,0,30,0,1688,40,0,0,31,6,0,6,0,1030.44,0,0,1438.96,100.7,370.41,177.02,2787.59,12,0,1,11,6,0,6,0,6,0,32596.63,3777.25,0,5,19.75,31,365,365,2469.4,2469.4,1921.97,32596.63,28819.38,174,14.1919540229885,0,0,16.75,"BIZKAIA"
48004894,9,"NORESTE","F0","2","PRIVADO","MREGIONAL","2","HOMBRE","ESPANOL","K0",0,"FP",18,1,"COMPLETA","INDEFINIDO",0,0,22,0,0,1720,40,0,0,31,6,0,6,0,1195.05,0,0,1067.97,0,260.7,166.24,2617.9,12,0,6,0,6,0,6,0,6,0,27937.58,2095.8,0,5,15.75,31,365,365,2263.02,2263.02,1836.08,27937.58,25841.78,174,13.0058620689655,0,0,18.0833333333333,"BIZKAIA"
20015356,4,"NORESTE","Q0","3","PUBLICO","MREGIONAL","5","MUJER","ESPANOL","B0",0,"POSGRADO",37,10,"PARCIAL","INDEFINIDO",0,0,28,0,5,1614,35,0,0,31,6,0,6,0,2619.78,0,0,2252.78,1198.56,1559.22,169.06,3597,12,0,6,0,6,0,6,0,6,0,65144.84,11546.68,0,6,24.28,31,365,365,4872.56,4872.56,3144.28,65144.84,53598.16,152.25,32.0036781609195,1,1,37.8333333333333,"GIPUZKOA"
20050093,1,"NORESTE","F0","1","PRIVADO","MREGIONAL","3","HOMBRE","ESPANOL","K0",0,"SECUNDARIA1",2,0,"PARCIAL","TEMPORAL",0,0,0,30,15,920,20,0,0,31,6,0,6,0,561.45,0,0,0,0,13.1,30.79,655.03,12,0,6,0,6,0,6,0,6,0,7200,1122.96,0,3,127.66,31,365,365,561.45,561.45,517.56,7200,6077.04,87,6.45344827586207,0,0,2,"GIPUZKOA"
1013934,20,"NORESTE","Q0","3","PUBLICO","MREGIONAL","5","MUJER","ESPANOL","H0",0,"SECUNDARIA2",9,2,"PARCIAL","INDEFINIDO",0,0,22,0,2,1635,37,30,0,31,6,0,6,0,599.25,0,0,1238.37,52.15,330.77,179,2415.55,12,0,6,0,6,0,6,0,6,0,25550.28,5336.46,0,5,20.48,31,365,365,1837.62,1837.62,1327.85,25550.28,20213.82,163.125,11.2651034482759,1,1,9.16666666666667,"ARABA"
48018621,8,"NORESTE","C6","2","PRIVADO","MUE","2","HOMBRE","ESPANOL","L0",0,"FP",28,3,"COMPLETA","INDEFINIDO",0,0,0,30,0,1708,38,15,0,31,6,0,6,0,1787.29,0,0,103.36,0,220.36,113.49,2070.37,12,0,6,0,6,0,6,0,6,0,21569.83,0,0,5,63.18,31,365,365,1890.65,1890.65,1556.8,21569.83,21569.83,166.3875,11.3629329126287,0,0,28.25,"BIZKAIA"
48031637,3,"NORESTE","R0","1","PUBLICO","MREGIONAL","3","HOMBRE","ESPANOL","D0",0,"FP",9,3,"COMPLETA","INDEFINIDO",0,0,22,0,0,1706,39,0,9,31,6,0,6,0,2178.75,0,325.48,217.93,0,462.77,197.06,2777.96,12,0,6,0,6,0,6,0,6,0,34828.7,5883.26,0,3,12.9,31,365,365,2722.16,2722.16,2062.33,34828.7,28945.44,178.65,15.237391547719,0,0,9.25,"BIZKAIA"
1013418,6,"NORESTE","N0","2","PRIVADO","MREGIONAL","2","MUJER","ESPANOL","P0",0,"SECUNDARIA2",0,1,"COMPLETA","TEMPORAL",0,0,0,30,0,1752,40,0,0,31,6,0,6,0,1177.73,0,0,32.73,0,26.45,84.63,1322.29,3,4,6,0,6,0,6,0,6,0,3844.5,2839.07621247113,0,4,16.64,31,95.26,95.26,1210.46,1210.46,1099.38,14730.6581986143,11891.5819861432,174,6.95666666666667,1,1,0.0833333333333333,"ARABA"
48070833,4,"NORESTE","H1","3","PRIVADO","MREGIONAL","3","MUJER","ESPANOL","N0",0,"SECUNDARIA2",11,11,"COMPLETA","INDEFINIDO",0,0,0,30,0,1783,38,45,0,31,6,0,6,0,1725.77,0,0,946.64,0,479.9,207.41,3266.18,12,0,6,0,6,0,6,0,6,0,38457.66,7200.84,0,4,30.48,31,365,365,2672.41,2672.41,1985.1,38457.66,31256.82,168.5625,15.8541193919169,1,1,11.9166666666667,"BIZKAIA"
48002790,20,"NORESTE","F0","3","PRIVADO","MNACIONAL","2","HOMBRE","ESPANOL","L0",0,"SECUNDARIA1",18,7,"COMPLETA","INDEFINIDO",0,0,22,0,8,1708,39,45,0,31,6,0,6,0,962.55,0,0,1043.94,0,210.02,121.88,1919.39,12,0,6,0,6,0,6,0,6,0,21808.79,2008.8,0,6,9.36,31,365,365,2006.49,2006.49,1674.59,21808.79,19799.99,172.9125,11.6040772066797,0,0,18.5833333333333,"BIZKAIA"
48024795,10,"NORESTE","C8","3","PRIVADO","MUE","3","MUJER","ESPANOL","M0",0,"FP",18,7,"PARCIAL","INDEFINIDO",0,0,26,0,12,1688,40,0,0,31,6,0,6,0,433.02,0,0,614.28,46.17,20.95,79.4,1250.49,12,0,6,0,6,0,1,365,6,0,15259,2349.34,137.56,3,14.29,31,365,365,1047.3,1047.3,946.95,15396.56,12909.66,174,6.01896551724138,1,1,18.5833333333333,"BIZKAIA"
1000106,10,"NORESTE","C4","2","PRIVADO","MMUNDIAL","3","HOMBRE","ESPANOL","M0",0,"FP",27,10,"COMPLETA","INDEFINIDO",0,0,24,0,0,1704,40,0,2,31,6,0,6,0,1566.52,0,29.46,547.43,86.95,321.51,174.6,2720,12,0,6,0,6,0,6,0,6,0,32757.6,6418.2,38.1,4,22.17,31,365,365,2143.41,2143.41,1647.3,32795.7,26339.4,176,12.1784659090909,0,0,27.8333333333333,"ARABA"
48072904,5,"NORESTE","M0","1","PRIVADO","MNACIONAL","2","MUJER","ESPANOL","E0",0,"FP",26,5,"COMPLETA","INDEFINIDO",0,0,24,0,2,1742,40,50,0,31,6,0,6,0,2423.33,0,0,376.84,0,482.49,197.39,3108.59,12,0,6,0,6,0,6,0,6,0,38752.72,6419.7,0,5,92.76,31,365,365,2800.17,2800.17,2120.29,38752.72,32333.02,177.625,15.7645038705137,1,1,26.4166666666667,"BIZKAIA"
48059517,8,"NORESTE","H2","2","PRIVADO","MNACIONAL","2","HOMBRE","ESPANOL","N0",0,"SECUNDARIA1",6,7,"COMPLETA","INDEFINIDO",0,0,22,0,0,1724,40,0,0,31,6,0,6,0,1498.68,0,0,536.14,0,244.18,129.21,2034.82,12,0,1,5,6,0,6,0,6,0,22378.03,719.73,0,3,70.7,31,365,365,2034.82,2034.82,1661.43,22378.03,21658.3,174,11.694367816092,0,0,6.58333333333333,"BIZKAIA"
48053479,9,"NORESTE","O0","2","PUBLICO","MREGIONAL","2","HOMBRE","ESPANOL","D0",1,"SECUNDARIA1",29,4,"PARCIAL","INDEFINIDO",0,0,22,0,0,1592,37,30,0,31,6,0,6,0,599.25,0,0,2803.57,447.94,680.56,172.66,3597,12,0,6,0,6,0,6,0,6,0,47462.19,4309.79,302.59,6,139.94,31,365,365,3402.82,3402.82,2549.6,47764.78,43152.4,163.125,20.8601992337165,0,0,29.3333333333333,"BIZKAIA"
48058982,7,"NORESTE","N0","1","PRIVADO","MREGIONAL","2","HOMBRE","ESPANOL","N0",0,"PRIMARIA",15,8,"COMPLETA","INDEFINIDO",0,0,0,30,3,1840,40,0,0,31,6,0,6,0,1039.32,0,0,957.94,206.75,293.2,154.45,2255.37,12,0,6,0,6,0,6,0,6,0,28398.14,3851.77,0,5,22.27,31,365,365,1997.26,1997.26,1549.61,28398.14,24546.37,174,11.4785057471264,0,0,15.6666666666667,"BIZKAIA"
48013648,18,"NORESTE","H1","3","PUBLICO","MREGIONAL","4","HOMBRE","ESPANOL","N0",0,"FP",12,11,"PARCIAL","INDEFINIDO",0,0,0,35,0,1664,37,50,0,31,6,0,6,0,1992.74,0,0,782.83,394.29,471.56,196.66,3128.61,12,0,1,79,6,0,6,0,6,0,36304.56,4483.14,0,4,35.56,31,365,365,2775.57,2775.57,2107.35,36304.56,31821.42,164.575,16.865076712745,0,0,12.9166666666667,"BIZKAIA"
1029090,2,"NORESTE","F0","1","PRIVADO","MREGIONAL","2","HOMBRE","ESPANOL","P0",0,"FP",1,1,"PARCIAL","TEMPORAL",0,0,0,20,1,240,5,0,0,31,6,0,6,0,153.12,0,0,0,0,3.06,8.4,178.64,7,18,6,0,6,0,6,0,6,0,1321.94,242.00571577033,0,2,127.66,31,230.94,230.94,153.12,153.12,141.66,2089.32233480558,1847.31661903525,21.75,7.04,0,0,1.08333333333333,"ARABA"
1020103,3,"NORESTE","I0","2","PRIVADO","MMUNDIAL","2","MUJER","ESPANOL","F0",0,"GRADO",6,10,"COMPLETA","INDEFINIDO",0,0,0,30,3,1746,38,45,0,31,6,0,6,0,1313.7,1442.56,0,123.51,0,518.36,86.88,1848.61,12,0,6,0,6,0,6,0,6,0,19990.83,4181.52,44.88,3,45.12,31,365,365,2879.77,1437.21,2274.53,20035.71,15809.31,168.5625,17.0842862439748,1,1,6.83333333333333,"ARABA"
20000519,7,"NORESTE","C7","3","PRIVADO","MMUNDIAL","1","MUJER","ESPANOL","E0",0,"FP",15,9,"PARCIAL","INDEFINIDO",0,0,22,0,3,1697,38,30,0,31,6,0,6,0,2246.54,0,0,171.51,0,269.58,169,2684.05,12,0,6,0,6,0,6,0,6,0,31439.72,4288.4,724.11,4,11.91,31,365,365,2418.05,2418.05,1979.47,32163.83,27151.32,167.475,14.4382743693089,1,1,15.75,"GIPUZKOA"
1023107,2,"NORESTE","E0","1","PRIVADO","MREGIONAL","4","MUJER","ESPANOL","E0",0,"POSGRADO",8,1,"PARCIAL","INDEFINIDO",0,0,29,0,0,1647,37,30,0,31,6,0,6,0,1944,0,0,316.99,0,316.54,166.95,2629.11,12,0,6,0,6,0,6,0,6,0,34636.06,6712.52,0,4,9.66,31,365,365,2260.99,2260.99,1777.5,34636.06,27923.54,163.125,13.8604750957854,1,1,8.08333333333333,"ARABA"
48089096,7,"NORESTE","M0","2","PRIVADO","MNACIONAL","3","MUJER","ESPANOL","O0",0,"SECUNDARIA2",0,6,"COMPLETA","TEMPORAL",0,0,22,0,0,1801,40,0,0,31,6,0,6,0,775.57,0,0,147.01,0,17.98,59.04,922.58,8,0,6,0,6,0,6,0,6,0,6828.08,0,0,5,10.35,31,243.36,243.36,922.58,922.58,845.56,10240.9976988823,10240.9976988823,174,5.30218390804598,1,1,0.5,"BIZKAIA"
1000178,3,"NORESTE","C7","1","PRIVADO","MNACIONAL","2","MUJER","ESPANOL","M0",0,"PRIMARIA",40,5,"COMPLETA","INDEFINIDO",0,0,0,30,0,1735,40,0,0,31,6,0,6,0,898.56,0,0,1026.9,210,231.06,138.1,2174.88,12,0,6,0,6,0,6,0,6,0,25162.7,2915.66,0,5,28.47,31,365,365,1925.46,1925.46,1556.3,25162.7,22247.04,174,11.0658620689655,1,1,40.4166666666667,"ARABA"
20032720,8,"NORESTE","H2","3","PRIVADO","MREGIONAL","3","MUJER","ESPANOL","E0",0,"POSGRADO",5,0,"PARCIAL","TEMPORAL",0,0,0,30,0,1300,27,0,0,31,6,0,6,0,1444.25,0,0,0,0,115.54,107.76,1688.33,12,0,6,0,6,0,6,0,6,0,16224.39,2270.09,0,2,18.29,31,365,365,1444.25,1444.25,1220.95,16224.39,13954.3,117.45,12.2967220093657,1,1,5,"GIPUZKOA"
48005665,2,"NORESTE","C2","1","PRIVADO","MNACIONAL","2","HOMBRE","ESPANOL","N0",0,"SECUNDARIA1",15,4,"COMPLETA","INDEFINIDO",0,0,22,0,0,1738,40,0,0,31,1,11,6,0,1433.59,0,0,0,0,197.32,109.42,1723.13,12,0,1,11,6,0,6,0,6,0,19783.29,2580.26,0,4,53.41,31,365,365,1433.59,1433.59,1126.85,19783.29,17203.03,174,8.23902298850575,0,0,15.3333333333333,"BIZKAIA"
48001255,4,"NORESTE","C6","1","PRIVADO","MNACIONAL","2","HOMBRE","ESPANOL","P0",0,"PRIMARIA",30,0,"COMPLETA","INDEFINIDO",0,0,0,30,0,1708,37,45,0,31,6,0,6,0,856.2,0,0,1000,0,143.52,36.54,1609.54,12,0,6,0,6,0,6,0,6,0,22306.64,0,0,6,51.91,31,365,365,1856.2,1856.2,1676.14,22306.64,22306.64,164.2125,11.30364619015,0,0,30,"BIZKAIA"
48002637,12,"NORESTE","C4","3","PRIVADO","MUE","4","HOMBRE","ESPANOL","M0",0,"FP",0,8,"PARCIAL","TEMPORAL",0,0,0,20,0,1104,24,0,0,31,6,0,6,0,738.8,0,0,203.2,0,18.84,68.32,1067.49,8,2,6,0,6,0,6,0,6,0,9248.5,1487.53566188458,0,2,11.06,31,245.36,245.36,942,942,854.84,13758.1614770134,12270.6258151288,104.4,9.02298850574713,0,0,0.666666666666667,"BIZKAIA"
48000316,14,"NORESTE","C7","3","PRIVADO","MMUNDIAL","3","HOMBRE","ESPANOL","M0",0,"SECUNDARIA2",40,10,"PARCIAL","INDEFINIDO",0,0,0,31,5,1667,37,55,0,31,6,0,6,0,2599.48,0,0,964.9,402.5,924.38,228.41,3597,12,0,6,0,6,0,6,0,6,0,54551.17,9240,0,5,16.68,31,365,365,3564.38,3564.38,2411.59,54551.17,45311.17,164.9375,21.6104888215233,0,0,40.8333333333333,"BIZKAIA"
48072019,1,"NORESTE","M0","1","PRIVADO","MREGIONAL","5","MUJER","ESPANOL","B0",1,"POSGRADO",15,0,"COMPLETA","INDEFINIDO",0,0,0,30,12,1840,40,0,0,31,6,0,6,0,1050,0,0,0,0,42,70.61,1112,12,0,6,0,6,0,6,0,6,0,11550,0,0,2,8.55,31,365,365,1050,1050,937.39,11550,11550,174,6.03448275862069,1,1,15,"BIZKAIA"
48083994,4,"NORESTE","K0","1","PRIVADO","MNACIONAL","1","HOMBRE","ESPANOL","D0",0,"GRADO",25,11,"COMPLETA","INDEFINIDO",0,0,30,0,0,1700,41,0,0,31,6,0,6,0,1341.15,1795.74,0,526.12,0,659.34,212.12,3340.42,12,0,6,0,6,0,6,0,6,0,27722.93,7182.96,99.05,5,37.85,31,365,365,3663.01,1867.27,2791.55,27821.98,20539.97,178.35,20.5383235211662,0,0,25.9166666666667,"BIZKAIA"
1003483,5,"NORESTE","N0","1","PRIVADO","MNACIONAL","3","MUJER","ESPANOL","D0",0,"SECUNDARIA1",8,3,"COMPLETA","INDEFINIDO",0,0,0,30,0,1752,40,0,0,31,6,0,6,0,962.39,0,0,650,0,111.9,74.6,1587.33,12,0,6,0,1,72,6,0,6,0,17398.06,2299.41279863481,0,2,14.98,-41,365,293,1612.39,1612.39,1425.89,21673.3511945393,19373.9383959044,174,9.2666091954023,1,1,8.25,"ARABA"
48080779,7,"NORESTE","C4","1","PRIVADO","MNACIONAL","4","HOMBRE","ESPANOL","M0",0,"FP",27,5,"PARCIAL","TEMPORAL",0,0,0,30,3,1592,35,0,0,31,6,0,6,0,370.41,0,0,556.95,0,18.87,54.38,856.43,12,0,6,0,6,0,6,0,6,0,12607.54,1479.22,161.6,6,80.89,31,365,365,927.36,927.36,854.11,12769.14,11128.32,152.25,6.09103448275862,0,0,27.4166666666667,"BIZKAIA"
20001988,4,"NORESTE","P0","1","PRIVADO","MREGIONAL","2","HOMBRE","ESPANOL","B0",0,"POSGRADO",23,2,"PARCIAL","INDEFINIDO",0,0,0,30,39,1742,32,0,0,31,6,0,6,0,2510.82,0,0,331.38,0,540.02,210.55,3315.85,12,0,6,0,6,0,6,0,6,0,40781.2,6677.28,0,5,237.54,31,365,365,2842.2,2842.2,2091.63,40781.2,34103.92,139.2,20.4181034482759,0,0,23.1666666666667,"GIPUZKOA"
48047492,2,"NORESTE","M0","2","PRIVADO","MNACIONAL","1","MUJER","ESPANOL","C0",0,"POSGRADO",0,2,"COMPLETA","TEMPORAL",0,0,10,0,0,1800,40,0,0,31,6,0,6,0,1571.43,0,0,0,0,31.43,116.55,1835.41,4,0,6,0,6,0,6,0,6,0,7333.39,3079.8224852071,0,2,8.4,31,121.68,121.68,1571.43,1571.43,1423.45,21997.7592866535,18917.9368014464,174,9.03120689655172,1,1,0.166666666666667,"BIZKAIA"
20006098,5,"NORESTE","M0","3","PRIVADO","MREGIONAL","3","MUJER","ESPANOL","N0",0,"SECUNDARIA1",4,7,"COMPLETA","TEMPORAL",0,0,0,32,0,1702,40,0,0,31,6,0,6,0,1300,0,0,0,0,117.01,97.08,1516.74,12,0,6,0,6,0,6,0,6,0,18063.28,2537.52,0,5,12.5,31,365,365,1300,1300,1085.91,18063.28,15525.76,174,7.47126436781609,1,1,4.58333333333333,"GIPUZKOA"
20010083,7,"NORESTE","Q0","3","PRIVADO","MREGIONAL","3","MUJER","ESPANOL","B0",0,"GRADO",9,5,"PARCIAL","INDEFINIDO",0,0,0,30,3,1670,38,0,0,31,6,0,6,0,2282,0,0,84.12,0,402.26,175.3,2760.72,12,0,6,0,6,0,6,0,6,0,33186.08,4732.44,0,3,57.42,31,365,365,2366.12,2366.12,1788.56,33186.08,28453.64,165.3,14.3140955837871,1,1,9.41666666666667,"GIPUZKOA"
48001098,7,"NORESTE","C7","3","PRIVADO","MMUNDIAL","3","HOMBRE","ESPANOL","L0",0,"FP",20,11,"COMPLETA","INDEFINIDO",0,0,0,30,11,1708,40,0,8,31,6,0,6,0,2239.09,0,203.32,284.6,86.96,410,137.06,2916.1,12,0,6,0,6,0,6,0,6,0,34835.75,5172.6,0,5,12.82,31,365,365,2727.01,2727.01,2179.95,34835.75,29663.15,182,14.9835714285714,0,0,20.9166666666667,"BIZKAIA"
48076841,10,"NORESTE","C8","2","PRIVADO","MNACIONAL","2","HOMBRE","ESPANOL","L0",0,"SECUNDARIA2",4,3,"COMPLETA","INDEFINIDO",0,0,0,30,0,1708,40,0,0,31,1,5,6,0,1223.01,0,0,0,0,110.07,94.98,1495.75,12,0,1,5,6,0,6,0,6,0,15882.63,1206.51,0,2,19.9,31,365,365,1223.01,1223.01,1017.96,15882.63,14676.12,174,7.02879310344828,0,0,4.25,"BIZKAIA"
48060136,22,"NORESTE","E0","3","PRIVADO","MREGIONAL","3","HOMBRE","ESPANOL","O0",0,"PRIMARIA",0,6,"PARCIAL","TEMPORAL",0,0,14,0,0,1592,35,0,0,31,6,0,6,0,1334.24,389.13,0,680.85,0,384.35,156.91,2451.74,5,17,6,0,6,0,6,0,6,0,13571.91,3389.66499112951,0,4,43.83,31,169.1,169.1,2404.22,2015.09,1862.96,29294.7791247782,25905.1141336487,152.25,15.7912643678161,0,0,0.5,"BIZKAIA"
1008769,6,"NORESTE","C7","3","PRIVADO","MMUNDIAL","3","HOMBRE","ESPANOL","C0",1,"GRADO",19,8,"COMPLETA","INDEFINIDO",0,0,30,0,13,1720,40,0,0,31,6,0,6,0,2621.43,0,0,0,0,500.93,214.07,3371.18,12,0,6,0,6,0,6,0,6,0,39386.39,7449.53,229.6,4,10.41,31,365,365,2621.43,2621.43,1906.43,39615.99,31936.86,174,15.0656896551724,0,0,19.6666666666667,"ARABA"
20055757,6,"NORESTE","C4","2","PRIVADO","MUE","4","HOMBRE","ESPANOL","L0",0,"FP",26,3,"PARCIAL","INDEFINIDO",0,0,26,0,0,1664,40,0,10,31,6,0,6,0,496,0,375.27,2560.6,457.25,963.63,246.05,3597,12,0,6,0,6,0,6,0,6,0,44777.95,7641.5,265.05,4,45.08,31,365,365,3431.87,3431.87,2222.19,45043,37136.45,184,18.6514673913043,0,0,26.25,"GIPUZKOA"
20034650,11,"NORESTE","P0","3","PUBLICO","MREGIONAL","3","MUJER","ESPANOL","B0",0,"GRADO",6,1,"PARCIAL","INDEFINIDO",0,0,0,31,0,1570,35,0,0,31,1,31,6,0,2207.75,0,0,0,0,352.67,165.4,2604.74,12,0,6,0,1,203,6,0,6,0,13716.12,4410.64197530864,0,2,30.98,-172,365,162,2207.75,2207.75,1689.68,30903.6037037037,26492.9617283951,152.25,14.5008210180624,1,1,6.08333333333333,"GIPUZKOA"
48003457,22,"NORESTE","N0","3","PRIVADO","MNACIONAL","2","MUJER","ESPANOL","O0",0,"PRIMARIA",0,11,"PARCIAL","INDEFINIDO",0,0,0,31,0,1592,35,0,0,31,1,31,6,0,1677.15,0,0,0,0,201.26,119.48,1881.61,12,0,1,131,6,0,6,0,6,0,20125.81,0,0,5,50.74,31,365,365,1677.15,1677.15,1356.41,20125.81,20125.81,152.25,11.015763546798,1,1,0.916666666666667,"BIZKAIA"
48065608,13,"NORESTE","P0","3","PUBLICO","MREGIONAL","3","MUJER","ESPANOL","B0",0,"FP",10,9,"PARCIAL","TEMPORAL",0,0,22,0,8,1592,35,0,0,31,6,0,6,0,1871.11,0,0,90.8,0,353.14,146.42,2287.9,12,0,1,45,6,0,6,0,6,0,27836.7,3911.81,0,4,29,31,365,365,1961.91,1961.91,1462.35,27836.7,23924.89,152.25,12.8861083743842,1,1,10.75,"BIZKAIA"
20014605,25,"NORESTE","C7","3","PRIVADO","MMUNDIAL","4","HOMBRE","ESPANOL","E0",0,"GRADO",11,9,"PARCIAL","INDEFINIDO",0,0,0,30,0,1592,36,30,0,31,6,0,6,0,3021.49,0,0,0,0,544,228.41,3597,12,0,6,0,6,0,6,0,6,0,42300.86,6042.98,0,4,25.24,31,365,365,3021.49,3021.49,2249.08,42300.86,36257.88,158.775,19.0300110218863,0,0,11.75,"GIPUZKOA"
48001294,12,"NORESTE","C4","3","PRIVADO","MMUNDIAL","3","HOMBRE","ESPANOL","D0",0,"PRIMARIA",38,2,"PARCIAL","INDEFINIDO",0,0,0,30,14,1680,35,0,0,31,6,0,6,0,2154.62,0,0,366.24,218.83,655.42,170.25,2681,10,7,6,0,6,0,6,0,6,0,25855.44,0,0,6,39.64,31,311.2,311.2,2520.86,2520.86,1695.19,30325.3071979434,30325.3071979434,152.25,16.5573727422003,0,0,38.1666666666667,"BIZKAIA"
20039776,1,"NORESTE","I0","1","PRIVADO","MNACIONAL","2","MUJER","ESPANOL","G0",1,"SECUNDARIA2",14,7,"PARCIAL","INDEFINIDO",0,0,0,30,0,874,19,0,0,31,6,0,6,0,669.27,0,0,69.97,0,29.57,54.64,860.41,12,0,6,0,6,0,6,0,6,0,10324.92,1454.04,0,4,201.5,31,365,365,739.24,739.24,655.03,10324.92,8870.88,82.65,8.94422262552934,1,1,14.5833333333333,"GIPUZKOA"
20039073,1,"NORESTE","N0","3","PRIVADO","MNACIONAL","3","MUJER","ESPANOL","H0",1,"PRIMARIA",4,1,"PARCIAL","INDEFINIDO",0,0,0,31,6,1610,35,0,0,31,6,0,6,0,2151.88,0,0,369.74,0,378.24,198.07,3094.98,12,0,6,0,6,0,6,0,6,0,38229.33,6455.64,0,4,85.24,31,365,365,2521.62,2521.62,1945.31,38229.33,31773.69,152.25,16.5623645320197,1,1,4.08333333333333,"GIPUZKOA"
1006930,1,"NORESTE","C1","1","PRIVADO","MREGIONAL","5","MUJER","ESPANOL","D0",0,"POSGRADO",6,11,"COMPLETA","INDEFINIDO",0,0,0,30,0,1826,40,0,0,31,6,0,6,0,630.29,0,0,430.56,0,74.26,58.17,1237.6,12,0,6,0,6,0,6,0,6,0,15371,2121.6,0,3,88,31,365,365,1060.85,1060.85,928.42,15371,13249.4,174,6.09683908045977,1,1,6.91666666666667,"ARABA"
48080392,2,"NORESTE","Q0","1","PRIVADO","MREGIONAL","2","MUJER","ESPANOL","H0",0,"SECUNDARIA2",0,7,"PARCIAL","TEMPORAL",0,0,0,30,0,611,15,0,0,31,6,0,6,0,324.56,0,0,27.2,0,7.04,20.82,325.26,8,21,6,0,6,0,6,0,6,0,2706.1,0,0,4,75.14,31,264.36,264.36,351.76,351.76,323.9,3736.2933121501,3736.2933121501,65.25,5.39095785440613,1,1,0.583333333333333,"BIZKAIA"
20010083,20,"NORESTE","Q0","3","PRIVADO","MREGIONAL","3","MUJER","ESPANOL","O0",0,"SECUNDARIA1",6,4,"PARCIAL","INDEFINIDO",0,0,0,30,0,1670,38,0,0,31,6,0,6,0,1435,0,0,158,129,95,116,1838.33,12,0,6,0,6,0,6,0,6,0,18974.2,2197.11,0,4,57.42,31,365,365,1593,1593,1382,18974.2,16777.09,165.3,9.63702359346643,1,1,6.33333333333333,"GIPUZKOA"
20022773,5,"NORESTE","H1","1","PRIVADO","MMUNDIAL","2","HOMBRE","ESPANOL","E0",0,"FP",22,4,"PARCIAL","INDEFINIDO",0,0,27,0,0,1684,37,0,0,31,6,0,6,0,1248,0,0,903.51,0,301.28,168.6,2655,12,0,6,0,6,0,6,0,6,0,32756.56,9402.52,0,4,157.38,31,365,365,2151.51,2151.51,1681.63,32756.56,23354.04,160.95,13.3675675675676,0,0,22.3333333333333,"GIPUZKOA"
20003910,21,"NORESTE","Q0","3","PRIVADO","MNACIONAL","3","HOMBRE","ESPANOL","M0",0,"PRIMARIA",17,7,"PARCIAL","INDEFINIDO",0,0,0,30,0,1693,40,0,0,31,6,0,6,0,695.1,0,0,188.47,0,0,65.59,1032.89,12,0,6,0,6,0,6,0,6,0,12622.58,1767.12,0,3,46.96,31,365,365,883.57,883.57,817.98,12622.58,10855.46,174,5.07798850574713,0,0,17.5833333333333,"GIPUZKOA"
48006525,6,"NORESTE","F0","1","PRIVADO","MREGIONAL","5","HOMBRE","ESPANOL","L0",0,"FP",16,5,"COMPLETA","INDEFINIDO",0,0,0,30,1,1708,38,0,0,31,6,0,6,0,920.77,0,0,1007.52,0,250.68,122.45,1928.34,12,0,1,33,6,0,6,0,6,0,22395.21,3199.32,0,4,69.56,31,365,365,1928.29,1928.29,1555.16,22395.21,19195.89,165.3,11.6653962492438,0,0,16.4166666666667,"BIZKAIA"
20051988,5,"NORESTE","F0","1","PRIVADO","MNACIONAL","1","HOMBRE","ESPANOL","L0",0,"SECUNDARIA2",0,6,"PARCIAL","TEMPORAL",0,0,0,30,2,1697,40,0,0,31,6,0,6,0,1654.54,0,0,0,0,215.09,92.68,1971.91,7,6,6,0,6,0,6,0,6,0,13439.34,4142.8016808258,0,4,44.81,31,218.94,218.94,1654.54,1654.54,1346.77,22405.0383666758,18262.23668585,174,9.50885057471264,0,0,0.5,"GIPUZKOA"
