"ESTU";"ENTREV";"REGISTRO";"CUES";"TIPO_TEL";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"SEXO";"EDAD";"A1";"P0";"EMPADRONA";"P2";"P3_1";"P3_2";"P3_3";"P3_4";"P4";"P4A";"P5";"P5A";"P5B";"P6_1";"P6_2";"P7_1";"P7_2";"P7_3";"P7_4";"P7_5";"P7_6";"P7_7";"P7_9";"P7B_1";"P7B_2";"P7B_3";"P7B_4";"P7B_5";"P8";"P8A_1601";"P8A_1602";"P8A_1";"P8A_2";"P8A_1605";"P8A_3";"P8A_1604";"P8A_6";"P8A_8995";"P8A_9998";"P8A_9999";"P9";"P9A_1601";"P9A_1602";"P9A_1";"P9A_2";"P9A_1605";"P9A_3";"P9A_1604";"P9A_6";"P9A_8995";"P9A_9998";"P9A_9999";"P10";"P10A_1601";"P10A_1602";"P10A_1";"P10A_2";"P10A_1605";"P10A_3";"P10A_1604";"P10A_6";"P10A_8995";"P10A_9998";"P10A_9999";"P11";"P11A";"P11B";"PARTICIPACIONVASCAS";"RECUVOTOVASCAS";"DUDAPART";"P13A_1";"P13A_2";"P14_1";"P14_2";"DECISVOTO";"CAMBIOVOTO";"ABSTENCION";"P17A";"P17B";"P17C";"P17D";"ESCIDEOL";"PARTICIPACIONVASCA20";"RECUVOTOVASCAS20";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"RELIGION";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"LENGUA";"NIVELVASCO_1";"NIVELVASCO_2";"NIVELVASCO_3";"NIVELVASCO_4";"SENTIMIENTO";"SINCERIDAD";"IA_I501";"IA_I502";"IA_I503";"IA_I503";"IA_I505";"IA_I505";"IA_I505";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I517";"IA_I519";"IA_I519";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS0";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"RVAUTO";"P13ACOM";"RVAUTO20";"RECUERDO";"CERCANIAR";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOPROV"
3459;0;61346;2044;2;16;20;69;5;2;2;65;1;1;65;1;2;1;1;4;2;0;9;1602;1;2;5;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;4;0;1;1602;6;0;0;4;3;1;1;0;0;0;0;0;1;1;1602;1;1602;1602;3;9;4;5;2;0;0;2;5;3;1;1;1;1;5;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;11;0;"";"";"";20;5;24;1;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;6;12;4;0,3042;0,88763
3459;0;61348;2045;2;16;48;0;4;3;1;69;1;1;69;1;2;2;4;4;2;0;9;1602;1;2;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1602;6;0;0;3;5;1;1;0;0;0;0;0;1;1;1602;1;1602;1602;3;9;4;1;2;0;0;3;3;1;1;1;2;3;5;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;11;0;0;0;0;4;0;"";"";"";20;5;24;1;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;6;12;2;0,45697;0,83541
3459;0;61372;2046;1;16;48;20;5;2;2;53;1;1;53;1;3;2;2;4;1;9;996;1601;2;2;3;1;2;1;2;1;2;2;2;1;9;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1601;6;0;0;5;3;3;1;0;0;0;0;0;2;1;1601;2;0;1;3;7;2;1;1;1;2;1;2;2;2;1;3;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;26;0;0;0;0;19;0;"";"";"";20;5;24;1;22;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;9997;1;5;2;1;0,64881;0,83546
3459;0;61407;2047;1;16;48;0;3;3;1;72;1;1;68;4;3;3;3;3;2;0;998;0;0;3;4;2;2;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;2;2;6;2;0;2;1;1601;2;0;1605;3;4;4;1;2;0;0;6;5;1;3;4;4;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;"";"";"";20;5;24;1;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;0;1601;9997;21;3;12;4;2,54385;0,97602
3459;0;61408;2048;2;16;48;20;5;2;1;35;1;1;35;1;1;1;1;4;2;0;33;1601;2;3;4;1;1;1;2;2;2;2;2;1;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1601;6;0;0;1;4;1;1;0;0;0;0;0;9;1;1601;1;1601;1601;3;7;1;1;4;0;0;6;2;1;2;3;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;"";"";"";20;5;24;1;22;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;5;16;1;0,73585;0,80072
3459;0;61412;2049;2;16;1;0;2;3;1;50;1;1;50;4;3;3;2;3;2;0;9;1602;1;2;3;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1602;1;1;1602;3;5;3;1;0;0;0;0;0;3;1;1601;1;1;1;3;8;5;1;1;2;1;3;3;1;3;4;3;3;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;5;0;"";"";"";20;5;24;1;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;16020001;1601;1;1;6;1;2;0,69488;0,9181
3459;0;61422;2050;2;16;20;0;3;3;1;56;1;1;56;1;1;2;3;3;2;0;9;1601;2;98;99;1;1;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;4;0;1;1601;6;0;0;4;9;1;1;0;0;0;0;0;98;1;1601;1;1601;1601;3;6;2;5;1;2;1;1;3;2;1;1;1;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;"";"";"";20;5;24;1;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;4;1;2;1,00502;0,86321
3459;0;61444;2051;2;16;20;0;3;3;1;34;1;1;34;2;2;3;3;4;2;0;9;1602;1;2;5;1;2;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1602;6;0;0;3;8;1;1;0;0;0;0;0;3;1;1602;1;1602;1602;3;7;6;2;1;5;7;2;4;1;1;1;2;1;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;11;0;"";"";"";20;5;24;1;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;5;7;3;0,65961;0,87675
3459;0;61447;2052;2;16;20;0;3;3;1;65;1;1;65;1;2;1;3;4;2;0;9;1602;1;2;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1602;6;0;0;3;9;1;1;0;0;0;0;0;1;1;1602;1;1602;901;3;9;6;5;1;1;2;3;2;1;1;1;1;1;5;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;20;0;0;0;0;15;1;"";"";"";20;5;24;1;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;8995;6;2;1;0,45906;0,92997
3459;0;61464;2053;1;16;20;0;3;3;1;63;1;1;63;5;4;4;4;4;2;0;998;0;0;1;97;2;2;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;2;0;0;0;0;0;0;0;0;2;1;5;2;0;99;2;0;2;0;9997;3;7;1;1;1;3;5;4;5;2;1;1;2;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;"";"";"";20;5;24;1;15;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;9997;0;9997;9997;9997;5;5;4;0,53004;0,86321
3459;0;61528;2054;1;16;20;69;5;2;2;75;1;1;75;1;2;1;2;1;2;0;9;1;1;4;1;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1;6;0;0;3;2;1;1;0;0;0;0;0;4;1;1;1;1;1;3;9;4;1;2;0;0;4;3;1;4;4;4;4;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;0;0;0;0;9;0;"";"";"";20;5;24;1;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;6;12;2;0,43362;1,73976
3459;0;61548;2055;2;16;48;20;5;2;1;55;1;1;55;2;3;2;2;3;2;0;9;1601;1;1;4;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;1601;6;0;0;3;5;1;1;0;0;0;0;0;6;1;1601;1;1601;1601;3;6;2;1;1;1;2;1;3;1;3;4;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;"";"";"";20;5;24;1;19;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;4;2;2;0,97474;0,77045
3459;0;61552;2056;2;16;48;20;5;2;2;35;1;1;35;2;2;2;1;3;2;0;9;1601;2;2;4;1;2;2;2;1;1;2;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;3;4;1;1601;6;0;0;5;4;1;1;0;0;0;0;0;4;1;1601;1;1601;1601;3;9;6;1;1;1;3;3;3;1;1;2;2;2;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;34;0;0;1;0;27;0;"";"";"";20;5;24;1;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;6;3;2;0,79021;0,86067
3459;0;61567;2057;2;16;20;69;5;2;2;41;1;2;41;4;2;3;3;4;2;0;5;1;1;2;3;1;2;2;2;1;2;2;2;2;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1;4;1;8996;6;4;3;1;0;0;0;0;0;3;1;1;1;1;1;3;9;5;1;1;1;1;2;3;1;1;1;1;1;2;1;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;14;0;0;1;0;19;0;"";"";"";20;5;24;1;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;18996;1;1;1;6;1;2;0,70491;0,84505
3459;0;61682;2058;2;16;48;0;2;3;2;57;1;1;57;1;4;4;4;2;1;1;997;0;0;2;3;1;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;9999;0;0;0;0;0;0;0;0;0;0;0;0;3;1;9999;1;9999;9997;3;8;4;1;1;1;3;3;3;1;1;2;2;2;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;14;0;"";"";"";22;5;24;3;11;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;0;9999;9999;9997;6;3;2;0,60087;1,06701
3459;0;61713;2059;2;16;48;20;5;2;2;45;1;1;20;1;3;1;3;4;2;0;64;1;2;1;2;1;2;2;2;1;2;2;2;1;1;1;2;2;1;1;1;2;1;1;2;1;2;2;2;2;1;1;2;1;1;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;1;4;0;1;1;6;0;0;5;6;1;1;0;0;0;0;0;7;1;1;1;1;1;3;9;5;5;1;1;2;1;3;4;3;3;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;9;0;"";"";"";20;5;24;1;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;6;2;2;0,64881;0,83546
3459;0;61716;2060;2;16;48;0;2;3;1;53;1;1;11;2;3;3;3;4;2;0;4;9997;2;4;2;1;2;1;2;1;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;3;6;1;1601;1;2;1601;6;97;5;1;0;0;0;0;0;6;1;1650;1;2;9997;3;7;2;5;1;1;8;1;4;4;4;4;4;4;3;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;25;0;0;0;0;23;0;"";"";"";20;5;24;1;27;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;16010002;1650;2;9997;5;8;3;0,71282;0,98649
3459;0;61751;2061;1;16;20;0;3;3;2;64;1;1;50;2;3;3;3;3;2;0;9;1602;1;4;6;1;2;2;2;2;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;1;2;2;2;2;1;4;0;1;1602;6;0;0;8;2;1;1;0;0;0;0;0;1;1;1602;1;1602;1602;3;7;5;2;2;0;0;4;12;2;1;1;2;2;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;6;0;"";"";"";20;5;24;1;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;5;12;5;0,49915;0,90631
3459;0;61754;2062;2;16;48;0;1;3;1;59;1;1;59;1;2;2;1;3;2;0;7;1601;1;1;2;1;1;2;2;1;2;2;2;1;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;4;0;1;1601;6;0;0;4;2;1;1;0;0;0;0;0;6;1;1601;1;1601;1601;3;9;5;1;1;1;1;1;3;2;1;1;1;1;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";"";20;5;24;1;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;6;1;2;0,64586;0,96319
3459;0;61787;2063;1;16;1;59;5;1;2;64;1;1;64;3;3;2;2;3;2;0;1;1601;1;2;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1601;1;1601;2;5;4;1;1;0;0;0;0;0;6;8;0;1;2;2;3;6;4;1;2;0;0;3;3;1;4;4;4;4;3;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;35;0;0;0;0;30;2;"";"";"";20;5;24;1;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;16010002;9998;2;2;4;12;2;1,19529;0,8981
3459;0;61881;2064;2;16;48;0;5;3;1;45;1;1;45;2;2;1;3;2;2;0;15;1601;2;5;3;2;1;2;2;1;2;2;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1601;6;0;0;9;5;1;1;0;0;0;0;0;5;1;1601;1;1601;1601;3;7;2;2;1;1;3;3;3;1;3;3;3;3;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;4;0;"";"";"";20;5;24;1;15;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;5;3;2;0,5743;0,75791
3459;0;61895;2065;2;16;1;59;5;1;1;22;1;1;22;1;1;1;1;1;2;0;8;3;1;5;6;1;1;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;1;4;0;1;2;6;0;0;3;2;1;1;0;0;0;0;0;8;1;1650;1;3;3;3;6;1;2;1;1;2;5;3;1;3;4;4;4;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;14;0;0;0;0;7;1;"";"";"";20;5;24;1;16;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;1650;3;3;4;2;2;1,19746;0,82971
3459;0;61899;2066;2;16;48;20;5;2;2;30;1;1;30;2;3;2;3;4;2;0;15;1601;2;1;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1601;6;0;0;3;7;1;1;0;0;0;0;0;8;1;1601;1;2;1601;3;9;2;2;1;1;2;2;6;1;1;2;2;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;37;2;0;1;0;35;0;"";"";"";20;5;24;1;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;2;1601;6;2;5;0,89643;0,99237
3459;0;61912;2067;2;16;20;0;3;3;1;34;1;1;34;1;2;2;1;3;2;0;9;1602;2;3;5;1;1;2;2;1;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;3;4;1;1601;6;0;0;5;4;1;1;0;0;0;0;0;7;1;1601;1;1601;1601;3;7;2;1;4;0;0;2;3;2;1;1;1;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;5;0;"";"";"";20;5;24;1;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;5;16;2;0,65961;0,87675
3459;0;61978;2068;2;16;20;0;3;3;2;64;1;1;64;1;1;1;1;1;2;0;9;1602;1;1;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;1;4;1;1602;6;0;0;4;9;1;1;0;0;0;0;0;1;1;1602;1;1602;9997;3;4;2;1;2;0;0;3;3;2;1;1;1;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";20;5;24;1;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;9997;3;12;2;2,60452;0,90631
3459;0;62046;2069;2;16;48;0;3;3;1;46;1;1;46;5;4;4;4;4;2;0;36;9997;9;1;4;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;9999;0;0;0;0;0;0;0;0;0;0;0;0;6;1;9999;1;9999;9999;3;7;1;2;1;1;5;5;3;1;3;4;3;4;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;8;0;"";"";"";20;5;24;1;13;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;0;9999;9999;9999;5;5;2;0,6638;0,90506
3459;0;62101;2070;1;16;20;69;5;2;2;68;1;1;68;4;4;4;3;4;2;0;56;1602;9;2;3;1;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;9999;0;0;0;0;0;0;0;0;0;0;0;0;4;1;9999;1;9999;8;3;6;5;1;2;0;0;4;98;1;3;3;3;3;3;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;27;0;0;1;0;25;0;"";"";"";20;5;24;1;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;0;9999;9999;8;4;12;8;0,60705;0,88763
3459;0;62115;2071;2;16;20;0;3;3;2;51;1;1;51;1;3;2;2;3;2;0;9;1604;1;3;5;2;2;2;2;1;2;2;2;1;1;2;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;4;0;1;1602;6;0;0;9;8;1;1;0;0;0;0;0;3;1;1602;1;1602;1602;3;9;2;1;1;1;2;3;3;2;1;1;1;1;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;15;1;0;0;0;12;0;"";"";"";20;5;24;1;19;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;6;2;2;0,66897;0,94626
