"ESTU";"ENTREV";"REGISTRO";"CUES";"TIPO_TEL";"CCAA";"PROV";"MUN";"TAMUNI";"CAPITAL";"SEXO";"EDAD";"A1";"P0";"EMPADRONA";"P2";"P3_1";"P3_2";"P3_3";"P3_4";"P4";"P4A";"P5";"P5A";"P5B";"P6_1";"P6_2";"P7_1";"P7_2";"P7_3";"P7_4";"P7_5";"P7_6";"P7_7";"P7_9";"P7B_1";"P7B_2";"P7B_3";"P7B_4";"P7B_5";"P8";"P8A_1601";"P8A_1602";"P8A_1";"P8A_2";"P8A_1605";"P8A_3";"P8A_1604";"P8A_6";"P8A_8995";"P8A_9998";"P8A_9999";"P9";"P9A_1601";"P9A_1602";"P9A_1";"P9A_2";"P9A_1605";"P9A_3";"P9A_1604";"P9A_6";"P9A_8995";"P9A_9998";"P9A_9999";"P10";"P10A_1601";"P10A_1602";"P10A_1";"P10A_2";"P10A_1605";"P10A_3";"P10A_1604";"P10A_6";"P10A_8995";"P10A_9998";"P10A_9999";"P11";"P11A";"P11B";"PARTICIPACIONVASCAS";"RECUVOTOVASCAS";"DUDAPART";"P13A_1";"P13A_2";"P14_1";"P14_2";"DECISVOTO";"CAMBIOVOTO";"ABSTENCION";"P17A";"P17B";"P17C";"P17D";"ESCIDEOL";"PARTICIPACIONVASCA20";"RECUVOTOVASCAS20";"PARTICIPACIONG";"RECUVOTOG";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"RELIGION";"ECIVIL";"SITLAB";"RELALAB";"CNO11";"INGRESHOG";"CLASESOCIAL";"LENGUA";"NIVELVASCO_1";"NIVELVASCO_2";"NIVELVASCO_3";"NIVELVASCO_4";"SENTIMIENTO";"SINCERIDAD";"IA_I501";"IA_I502";"IA_I503";"IA_I503";"IA_I505";"IA_I505";"IA_I505";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I517";"IA_I519";"IA_I519";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS0";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"RVAUTO";"P13ACOM";"RVAUTO20";"RECUERDO";"CERCANIAR";"ESTUDIOS";"CNO11R";"CLASESUB";"PESO";"PESOPROV"
3459;0;7886;287;1;16;48;0;1;3;2;68;1;1;68;2;3;3;2;3;2;0;15;1;1;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1;6;0;0;3;4;2;1;0;0;0;0;0;5;1;1;1;1;1;3;7;6;3;2;0;0;4;3;1;4;4;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;"";"";"";17;5;24;5;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;5;12;2;0,42844;1,04388
3459;0;7911;288;1;16;48;20;5;2;2;57;1;1;57;4;3;3;3;3;2;0;20;1601;2;2;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;2;2;2;2;2;1;3;4;1;1601;6;0;0;5;3;1;1;0;0;0;0;0;4;1;1601;1;1601;1601;3;9;2;1;1;1;2;1;2;1;3;3;3;3;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;11;0;"";"";"";17;5;24;5;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;6;2;1;0,48411;0,81977
3459;0;7917;289;2;16;20;69;5;2;2;48;1;1;48;1;3;2;2;2;2;0;9;1602;1;5;1;1;2;2;2;1;2;2;2;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;4;0;1;1602;6;0;0;3;4;1;1;0;0;0;0;0;8;1;1602;1;1602;1602;3;8;4;1;1;1;2;2;2;2;1;1;1;1;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;"";"";"";20;5;24;1;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;6;2;1;0,57878;0,84572
3459;0;7923;290;2;16;20;69;5;2;2;42;1;1;42;2;3;3;3;3;2;0;37;1;2;2;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;1;1;1;1605;6;5;2;1;0;0;0;0;0;3;1;1;1;21;1605;3;9;4;1;1;1;2;1;1;1;2;3;2;3;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;18;0;"";"";"";17;5;24;5;17;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;11605;1;21;21;6;2;1;0,70491;0,84505
3459;0;7950;291;2;16;1;59;5;1;1;50;1;1;50;1;1;2;1;1;2;0;9;1602;1;6;3;2;1;2;2;1;2;2;2;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;4;0;1;1602;6;0;0;3;2;1;1;0;0;0;0;0;2;1;1602;1;1602;1602;3;7;5;2;1;1;3;4;5;1;2;2;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;"";"";"";17;5;24;5;14;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;5;3;4;0,55985;0,93099
3459;0;7982;292;1;16;1;0;1;3;2;63;1;1;63;1;2;2;2;2;1;1;9;1602;2;2;3;1;2;1;2;2;1;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;4;0;1;1602;1;1601;1602;9;8;1;1;0;0;0;0;0;4;1;1601;1;1602;1602;3;9;4;1;1;1;4;1;4;3;1;1;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;8;0;"";"";"";17;5;24;5;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;16011602;1601;1602;1602;6;4;3;0,59291;0,9974
3459;0;7984;293;2;16;48;20;5;2;1;65;1;1;60;1;2;2;2;3;2;0;41;1601;1;2;3;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1;6;0;0;3;2;1;1;0;0;0;0;0;3;1;1;1;1;1;3;9;2;1;2;0;0;2;3;1;1;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;"";"";"";17;5;24;5;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;6;12;2;0,44523;0,81734
3459;0;7993;294;2;16;48;0;1;3;1;65;1;1;65;2;3;2;3;3;2;0;9;1601;1;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1601;6;0;0;4;3;1;1;0;0;0;0;0;5;1;1601;1;1601;1601;3;6;2;5;2;0;0;4;3;3;2;2;3;3;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6;0;"";"";"";17;5;24;5;12;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1601;0;1601;1601;1601;4;12;2;1,15705;1,0218
3459;0;8154;295;2;16;20;0;3;3;2;21;1;1;21;4;4;4;3;3;2;0;998;0;0;3;5;2;2;2;2;1;2;2;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;0;0;1;1602;2;9999;9999;5;4;2;1;0;0;0;0;0;1;2;0;2;0;1602;3;6;6;2;6;0;0;4;4;2;1;1;1;1;5;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;1;1;0;56;0;0;0;0;48;0;"";"";"";17;5;24;5;15;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1602;99999999;9997;9997;1602;4;13;3;1,32681;1,37581
3459;0;8201;296;1;16;20;0;3;3;1;75;1;1;75;5;4;4;4;4;2;0;998;0;0;96;96;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1602;6;0;0;2;6;1;1;0;0;0;0;0;1;1;1602;1;1602;1602;3;4;6;2;2;0;0;1;98;1;3;3;3;4;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;8;0;"";"";"";17;5;24;5;15;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1602;0;1602;1602;1602;3;12;8;1,45664;1,02113
3459;0;8235;297;1;16;20;69;5;2;2;70;1;1;69;2;9;9;9;1;2;0;999;0;0;3;97;2;2;2;2;2;2;1;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;6;1;1;9;0;0;3;97;1;1;0;0;0;0;0;1;1;1;1;1;1;2;0;1;3;3;0;0;6;5;1;4;4;4;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";17;5;24;5;25;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;1;15;4;1,74684;0,88763
3459;0;8258;298;2;16;1;0;2;3;1;68;1;1;68;3;3;3;2;3;2;0;20;1;1;3;6;2;2;2;2;2;2;1;2;1;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;3;6;1;1;6;0;0;4;3;1;1;0;0;0;0;0;6;1;1;1;1;1;3;4;2;1;2;0;0;5;3;1;3;4;4;4;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;3;0;"";"";"";20;5;24;1;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;1;1;3;12;2;2,66297;0,95042
3459;0;8264;299;1;16;48;0;3;3;1;53;1;1;53;1;3;2;2;4;2;0;9;1602;1;3;5;1;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;1;2;2;2;2;2;1;4;0;1;1602;6;0;0;8;4;1;1;0;0;0;0;0;1;1;1602;1;1602;1602;3;4;5;1;1;1;8;5;6;3;3;1;3;3;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;4;0;"";"";"";17;5;24;5;18;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1602;0;1602;1602;1602;3;8;5;3,2365;0,90506
3459;0;8273;300;2;16;1;59;5;1;2;31;1;1;31;1;2;3;1;3;2;0;9;1602;1;2;7;1;1;1;1;1;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;1;4;0;1;1602;6;0;0;3;2;1;1;0;0;0;0;0;1;1;1602;1;1602;1602;3;9;6;2;1;1;2;2;5;3;1;1;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;"";"";"";17;5;24;5;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1602;0;1602;1602;1602;6;2;4;0,87387;0,95742
3459;0;8308;301;2;16;48;0;3;3;1;48;1;1;48;1;1;1;1;4;2;0;4;1601;1;1;3;1;1;1;2;1;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1;2;4;1;1601;6;0;0;1;2;1;1;0;0;0;0;0;99;1;1601;1;1601;1601;3;7;2;2;1;1;10;4;99;1;2;3;4;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;5;0;"";"";"";17;5;24;5;14;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;5;10;9;0,6638;0,90506
3459;0;8310;302;2;16;48;0;2;3;1;24;1;2;5;4;3;3;3;3;2;0;998;0;0;2;3;1;2;2;2;2;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;6;5;4;0;1;9998;9998;3;5;2;2;1;1;8;4;3;1;3;4;3;4;7;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;12;0;"";"";"";17;5;24;5;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9997;0;9996;9998;9998;5;8;2;1,52466;1,69097
3459;0;8331;303;2;16;20;69;5;2;2;71;1;1;52;5;4;4;4;4;2;0;998;0;0;3;98;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;1;4;0;1;9999;0;0;0;0;0;0;0;0;0;0;0;0;7;1;9999;1;9999;2;3;2;1;1;7;0;0;5;12;1;4;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";17;5;24;5;13;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9999;0;9999;9999;2;2;14;5;1,74684;0,88763
3459;0;8354;304;2;16;20;0;4;3;1;23;1;1;23;4;3;3;2;3;2;0;9;1;1;1;3;1;2;2;2;1;2;2;2;1;9;1;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;1;1601;1;1;8;3;1;0;0;0;0;0;6;1;1601;1;8996;1601;3;7;2;2;1;1;8;4;3;3;1;1;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";20;5;24;1;15;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;16010001;1601;8996;1601;5;8;2;0,67122;1,07043
3459;0;8377;305;2;16;48;20;5;2;1;56;1;1;56;5;4;4;4;4;2;0;9;1602;1;2;97;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1602;1;1602;1605;8;5;1;1;0;0;0;0;0;2;1;1603;1;21;1605;3;7;6;2;2;0;0;4;12;1;3;3;3;4;3;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;35;0;0;0;0;20;1;"";"";"";17;5;24;5;16;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1602;16021605;1603;21;21;5;12;5;0,51407;0,77045
3459;0;8437;306;1;16;48;0;4;3;2;61;1;1;63;5;4;4;4;4;2;0;998;0;0;96;96;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;2;2;2;2;1;4;0;1;1601;6;0;0;4;3;1;1;0;0;0;0;0;3;1;1601;1;1601;1601;3;9;2;1;2;0;0;2;3;3;1;2;3;3;5;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;9;0;"";"";"";17;5;24;5;11;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1601;0;1601;1601;1601;6;12;2;0,49687;0,8379
3459;0;8451;307;2;16;20;69;5;2;1;67;1;1;67;2;3;3;3;4;2;0;9;9999;1;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;9999;0;0;0;0;0;0;0;0;0;0;0;0;5;1;9999;1;9999;9999;3;9;1;5;1;3;3;9;3;1;1;3;3;3;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;8;0;0;0;0;17;0;"";"";"";17;5;24;5;13;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;0;9999;9999;9999;6;3;2;0,39717;0,83116
3459;0;8478;308;2;16;48;20;5;2;1;24;1;1;7;5;4;1;4;1;2;0;998;0;0;5;6;2;2;2;2;2;2;1;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1601;6;0;0;3;5;1;9;0;0;0;0;0;99;1;1601;1;3;9997;3;9;4;2;6;0;0;1;3;4;3;4;4;4;3;1;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;27;0;"";"";"";17;5;24;5;15;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1601;0;1601;3;9997;6;13;2;0,73311;1,29915
3459;0;8482;309;2;16;48;0;4;3;1;38;1;1;4;4;3;3;3;3;2;0;998;0;0;6;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1602;6;0;0;8;7;1;1;0;0;0;0;0;3;1;1602;1;9998;1602;3;7;6;2;1;1;5;5;4;4;3;3;3;3;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";17;5;24;5;15;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1602;0;1602;9998;1602;5;5;3;0,75525;0,81843
3459;0;8494;310;2;16;48;0;3;3;2;89;1;1;66;3;3;3;3;3;2;0;995;1;2;3;4;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1;6;0;0;3;96;1;1;0;0;0;0;0;7;1;1;1;1;1;3;2;2;3;3;0;0;6;98;1;4;4;4;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";17;5;24;5;19;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;2;15;8;3,94707;2,08464
3459;0;8508;311;2;16;48;0;3;3;1;51;1;1;51;2;3;3;3;4;2;0;998;0;0;2;5;1;2;2;1;1;1;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;1;2;2;2;2;2;1;4;0;1;1605;6;0;0;3;6;1;1;0;0;0;0;0;2;1;1603;1;21;8995;3;6;6;2;1;1;8;3;5;1;3;4;4;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14;0;0;0;0;12;0;"";"";"";17;5;24;5;23;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1605;0;1603;21;8995;4;8;4;1,47045;0,90506
3459;0;8566;312;2;16;20;0;3;3;1;26;1;1;26;1;2;2;2;3;2;0;37;1602;3;3;5;1;2;2;2;1;2;2;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;4;1;1602;1;1605;1602;4;6;2;1;0;0;0;0;0;3;1;1603;1;1602;1602;3;7;5;2;1;1;5;4;4;3;1;2;2;1;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;"";"";"";17;5;24;5;14;2;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1602;16021605;1603;1602;1602;5;5;3;0,65961;0,87675
3459;0;8589;313;2;16;48;0;3;3;2;76;1;1;68;2;4;3;4;4;2;0;998;0;0;3;6;2;2;2;2;2;2;1;2;2;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;3;4;1;9999;0;0;0;0;0;0;0;0;0;0;0;0;5;1;9999;1;9999;9999;3;6;2;3;3;0;0;9;12;1;4;4;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"";"";"";17;5;24;5;15;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;0;9999;9999;9999;4;15;5;0,93159;2,08464
3459;0;8599;314;2;16;48;0;3;3;1;52;1;1;52;4;2;2;2;2;1;1;1;1605;1;3;4;2;1;2;2;1;2;2;2;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1605;1;1605;1604;3;2;3;1;0;0;0;0;0;6;1;1603;1;21;1605;3;7;2;1;1;1;7;3;5;1;2;3;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";"";17;5;24;5;16;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1605;16051604;1603;21;21;5;7;4;0,6638;0,90506
