"salhora","trabaja","genero","edad","buscat","tiene_hijos","nac","parado","RGIrecep","sitlab","prov"
13.257576,1,"Hombre",60,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",54,0,1,"espanola",0,0,"inactivo","Araba"
10.227273,1,"Hombre",29,0,0,"espanola",0,0,"autonomo","Araba"
14.230139,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Araba"
8.4550867,1,"Mujer",54,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Araba"
9.943182,1,"Hombre",50,0,0,"espanola",0,0,"indefinido","Araba"
11.26894,1,"Mujer",62,0,0,"espanola",0,0,"indefinido","Araba"
3.9772727,1,"Hombre",47,0,0,"espanola",0,0,"autonomo","Araba"
14.518939,1,"Hombre",62,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",58,0,0,"espanola",0,0,"inactivo","Araba"
13.73106,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",49,0,1,"espanola",0,0,"inactivo","Araba"
0,0,"Hombre",20,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Araba"
14.332514,1,"Hombre",51,0,0,"espanola",0,0,"indefinido","Araba"
19.223484,1,"Hombre",62,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",57,0,0,"espanola",0,0,"inactivo","Araba"
11.818182,1,"Mujer",49,0,1,"espanola",0,0,"indefinido","Araba"
7.9545455,1,"Hombre",51,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",17,0,0,"espanola",0,0,"inactivo","Araba"
16.193182,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Araba"
13.920454,1,"Mujer",50,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",23,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",22,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",50,1,0,"espanola",1,1,"inactivo","Araba"
15.151515,1,"Mujer",50,0,0,"espanola",0,0,"indefinido","Araba"
15.246212,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Araba"
11.931818,1,"Hombre",31,0,1,"espanola",0,0,"indefinido","Araba"
6.4279156,1,"Mujer",27,0,1,"espanola",0,0,"temporal","Araba"
8.4415588,1,"Hombre",54,0,1,"espanola",0,0,"temporal","Araba"
2.9220779,1,"Mujer",47,0,1,"extranjero",0,0,"temporal","Araba"
4.734848,1,"Mujer",25,0,0,"espanola",0,0,"temporal","Araba"
0,0,"Hombre",21,1,0,"espanola",1,0,"inactivo","Araba"
11.363637,1,"Hombre",45,0,1,"espanola",0,0,"indefinido","Araba"
11.26894,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",43,1,0,"espanola",1,0,"inactivo","Araba"
0,0,"Hombre",62,0,1,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",59,1,1,"espanola",1,0,"inactivo","Araba"
0,0,"Hombre",29,1,0,"espanola",1,0,"inactivo","Araba"
10.085227,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Araba"
13.257576,1,"Hombre",48,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",18,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Araba"
9.943182,1,"Hombre",44,0,1,"espanola",0,0,"indefinido","Araba"
9.943182,1,"Mujer",46,0,1,"espanola",0,0,"indefinido","Araba"
7.9545455,1,"Hombre",43,0,1,"espanola",0,0,"indefinido","Araba"
15.246212,1,"Mujer",40,0,1,"espanola",0,0,"indefinido","Araba"
13.323864,1,"Hombre",46,0,1,"espanola",0,0,"indefinido","Araba"
13.636364,1,"Mujer",61,0,0,"espanola",0,0,"indefinido","Araba"
10.03276,1,"Mujer",52,0,0,"espanola",0,0,"indefinido","Araba"
10.03276,1,"Mujer",44,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",49,0,0,"espanola",0,0,"inactivo","Araba"
8.617424,1,"Hombre",45,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",42,1,1,"espanola",1,0,"inactivo","Araba"
6.25,1,"Hombre",48,0,1,"espanola",0,0,"temporal","Araba"
10.574493,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Araba"
3.6363637,1,"Hombre",36,0,1,"extranjero",0,1,"indefinido","Araba"
4.5454545,1,"Mujer",27,0,1,"extranjero",0,1,"temporal","Araba"
0,0,"Hombre",64,1,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",63,0,0,"espanola",0,0,"inactivo","Araba"
16.57197,1,"Hombre",48,0,1,"espanola",0,0,"indefinido","Araba"
17.915642,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Araba"
11.26894,1,"Hombre",42,0,0,"espanola",0,0,"indefinido","Araba"
12.452652,1,"Hombre",55,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",37,1,1,"espanola",1,0,"inactivo","Araba"
15.909091,1,"Mujer",35,0,1,"espanola",0,0,"indefinido","Araba"
11.363636,1,"Mujer",40,0,0,"espanola",0,0,"indefinido","Araba"
9.090909,1,"Mujer",41,0,1,"espanola",0,0,"temporal","Araba"
9.090909,1,"Hombre",40,0,1,"espanola",0,0,"temporal","Araba"
0,0,"Hombre",59,0,0,"espanola",0,0,"inactivo","Araba"
8.8383837,1,"Mujer",59,0,0,"espanola",0,0,"indefinido","Araba"
9.955019,1,"Hombre",31,0,1,"espanola",0,0,"indefinido","Araba"
10.60606,1,"Mujer",30,0,1,"espanola",0,0,"indefinido","Araba"
12.310606,1,"Hombre",43,0,0,"espanola",0,0,"indefinido","Araba"
16.789516,1,"Hombre",54,0,1,"espanola",0,0,"temporal","Araba"
18.427519,1,"Mujer",51,0,1,"espanola",0,0,"indefinido","Araba"
9.753788,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Araba"
9.943182,1,"Mujer",46,0,0,"espanola",0,0,"indefinido","Araba"
6.960227,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",40,0,1,"espanola",0,0,"inactivo","Araba"
8.1168833,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Araba"
6.628788,1,"Mujer",43,0,1,"espanola",0,0,"temporal","Araba"
9.943182,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Araba"
10.227273,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Araba"
13.257576,1,"Hombre",27,0,0,"espanola",0,0,"indefinido","Araba"
6.628788,1,"Mujer",25,0,0,"espanola",0,0,"indefinido","Araba"
23.200758,1,"Mujer",50,0,1,"espanola",0,0,"indefinido","Araba"
14.204545,1,"Hombre",48,0,1,"espanola",0,0,"autonomo","Araba"
9.943182,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Araba"
7.9545455,1,"Hombre",28,0,1,"espanola",0,0,"indefinido","Araba"
3.314394,1,"Mujer",28,0,1,"espanola",0,0,"indefinido","Araba"
19.223484,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Araba"
17.915642,1,"Mujer",48,0,1,"espanola",0,0,"temporal","Araba"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Hombre",57,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",57,0,0,"espanola",0,0,"inactivo","Araba"
5.4545455,1,"Mujer",52,0,1,"espanola",0,0,"temporal","Araba"
10.464015,1,"Mujer",25,0,0,"espanola",0,0,"temporal","Araba"
9.943182,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Araba"
11.26894,1,"Hombre",43,0,1,"espanola",0,0,"indefinido","Araba"
11.931818,1,"Mujer",36,0,1,"espanola",0,0,"indefinido","Araba"
10.227272,1,"Hombre",37,0,1,"espanola",0,0,"temporal","Araba"
0,0,"Mujer",62,1,0,"espanola",1,1,"inactivo","Araba"
14.39394,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Araba"
17.234848,1,"Mujer",40,0,1,"espanola",0,0,"temporal","Araba"
0,0,"Mujer",57,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",48,0,0,"extranjero",0,0,"inactivo","Araba"
10.227273,1,"Hombre",54,0,1,"espanola",0,0,"autonomo","Araba"
0,0,"Mujer",52,0,1,"espanola",0,0,"inactivo","Araba"
0,0,"Hombre",20,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Hombre",62,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Mujer",61,0,0,"espanola",0,0,"inactivo","Araba"
19.886364,1,"Mujer",49,0,1,"espanola",0,0,"indefinido","Araba"
16.57197,1,"Hombre",46,0,1,"espanola",0,0,"indefinido","Araba"
15.378788,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Araba"
11.931818,1,"Hombre",37,0,1,"extranjero",0,0,"indefinido","Araba"
10.60606,1,"Hombre",26,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",55,0,0,"espanola",0,1,"inactivo","Araba"
0,0,"Hombre",60,1,0,"espanola",1,0,"inactivo","Araba"
0,0,"Hombre",40,0,0,"espanola",0,0,"temporal","Araba"
9.280303,1,"Hombre",59,0,0,"espanola",0,0,"indefinido","Araba"
6.628788,1,"Hombre",34,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",34,0,0,"espanola",0,0,"inactivo","Araba"
10.738636,1,"Mujer",51,0,0,"espanola",0,0,"indefinido","Araba"
12.594697,1,"Hombre",39,0,0,"espanola",0,0,"indefinido","Araba"
8.617424,1,"Hombre",53,0,0,"espanola",0,0,"indefinido","Araba"
5.30303,1,"Mujer",51,0,0,"espanola",0,0,"indefinido","Araba"
6.818182,1,"Hombre",59,0,1,"espanola",0,0,"autonomo","Araba"
7.5757575,1,"Mujer",56,0,1,"extranjero",0,0,"autonomo","Araba"
13.257576,1,"Hombre",46,0,0,"espanola",0,0,"indefinido","Araba"
9.280303,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Araba"
22.727272,1,"Hombre",42,0,1,"espanola",0,0,"autonomo","Araba"
4.9242425,1,"Mujer",24,1,0,"espanola",0,0,"temporal","Araba"
18.181818,1,"Hombre",58,0,1,"espanola",0,0,"indefinido","Araba"
11.363636,1,"Mujer",54,0,1,"espanola",0,0,"autonomo","Araba"
0,0,"Hombre",31,0,0,"espanola",0,0,"inactivo","Araba"
6.818182,1,"Hombre",62,0,0,"espanola",0,0,"autonomo","Araba"
12.121212,1,"Mujer",59,0,0,"espanola",0,0,"indefinido","Araba"
12.263258,1,"Hombre",33,0,0,"espanola",0,0,"indefinido","Araba"
13.589015,1,"Hombre",31,0,0,"espanola",0,0,"temporal","Araba"
9.943182,1,"Hombre",61,0,1,"espanola",0,0,"indefinido","Araba"
9.943182,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Araba"
24.393938,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Araba"
10.60606,1,"Hombre",50,0,0,"espanola",0,0,"indefinido","Araba"
13.020833,1,"Mujer",40,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",45,0,1,"espanola",0,0,"autonomo","Araba"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Araba"
0,0,"Hombre",52,0,0,"espanola",0,0,"autonomo","Araba"
11.784511,1,"Hombre",46,0,1,"espanola",0,0,"indefinido","Araba"
12.121212,1,"Mujer",39,0,1,"espanola",0,0,"temporal","Araba"
9.469697,1,"Hombre",51,0,0,"espanola",0,0,"autonomo","Araba"
13.825758,1,"Hombre",59,0,1,"espanola",0,0,"indefinido","Araba"
11.363636,1,"Mujer",59,0,1,"espanola",0,0,"temporal","Araba"
7.3863635,1,"Hombre",26,0,0,"espanola",0,0,"temporal","Araba"
8.522727,1,"Hombre",24,0,0,"espanola",0,0,"temporal","Araba"
8.7662334,1,"Mujer",40,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",63,0,0,"espanola",0,0,"inactivo","Araba"
18.141947,1,"Mujer",55,0,0,"espanola",0,0,"indefinido","Araba"
7.9545455,1,"Mujer",53,0,0,"espanola",0,0,"indefinido","Araba"
11.979167,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Araba"
15.25974,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Araba"
17.676767,1,"Hombre",57,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",56,0,0,"espanola",0,0,"inactivo","Araba"
8.617424,1,"Mujer",36,0,1,"extranjero",0,1,"indefinido","Araba"
26.704546,1,"Mujer",49,0,1,"espanola",0,0,"indefinido","Araba"
25.974026,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Araba"
17.543859,1,"Mujer",50,0,1,"espanola",0,0,"indefinido","Araba"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Araba"
16.584766,1,"Hombre",54,0,1,"espanola",0,0,"indefinido","Araba"
0.70707071,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Araba"
6.818182,1,"Hombre",21,0,0,"espanola",0,0,"temporal","Araba"
0,0,"Hombre",18,0,0,"espanola",0,0,"inactivo","Araba"
13.257576,1,"Mujer",63,0,0,"espanola",0,0,"indefinido","Araba"
13.257576,1,"Hombre",62,0,0,"espanola",0,0,"indefinido","Araba"
16.666666,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Araba"
11.26894,1,"Mujer",52,0,1,"UE",0,0,"indefinido","Araba"
9.943182,1,"Hombre",26,0,0,"espanola",0,0,"indefinido","Araba"
17.045454,1,"Hombre",22,0,0,"espanola",0,0,"indefinido","Araba"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Araba"
6.818182,1,"Mujer",26,1,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",27,1,0,"extranjero",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",63,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.931818,1,"Hombre",26,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
12.263258,1,"Hombre",26,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
12.594697,1,"Hombre",27,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
16.57197,1,"Hombre",36,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
13.257576,1,"Mujer",33,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",49,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
7.132576,1,"Hombre",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
8.219697,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.280303,1,"Mujer",46,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
7.9545455,1,"Hombre",34,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",59,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",59,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.931818,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",53,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
19.886364,1,"Hombre",56,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",57,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",19,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
13.257576,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
13.920454,1,"Mujer",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",61,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
10.653409,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
27.231775,1,"Mujer",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
14.141414,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
7.4242425,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.26894,1,"Hombre",40,0,1,"espanola",0,0,"temporal","Gipuzkoa"
2.840909,1,"Mujer",34,0,0,"extranjero",0,0,"indefinido","Gipuzkoa"
5.681818,1,"Mujer",33,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
15.909091,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.363637,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.25,1,"Hombre",21,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
6.25,1,"Hombre",20,0,0,"espanola",0,0,"temporal","Gipuzkoa"
3.0776515,1,"Mujer",35,0,0,"extranjero",0,0,"indefinido","Gipuzkoa"
13.920454,1,"Hombre",30,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",28,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
10.749386,1,"Hombre",33,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
8.522727,1,"Mujer",28,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
15.246212,1,"Hombre",59,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
16.482391,1,"Mujer",58,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",42,1,1,"extranjero",1,1,"inactivo","Gipuzkoa"
0,0,"Mujer",37,0,1,"extranjero",0,1,"inactivo","Gipuzkoa"
6.628788,1,"Hombre",56,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",51,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
8.352272,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.818182,1,"Mujer",46,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.26894,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
8.8383837,1,"Mujer",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
16.27066,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",47,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
7.9545455,1,"Hombre",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
19.554924,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
16.57197,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
15.246212,1,"Hombre",27,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",27,1,0,"extranjero",1,0,"inactivo","Gipuzkoa"
8.617424,1,"Hombre",61,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",44,0,1,"extranjero",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.26894,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
112.68939,1,"Mujer",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.227273,1,"Hombre",35,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",32,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
11.401515,1,"Hombre",35,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
12.293387,1,"Mujer",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
15.151515,1,"Hombre",61,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",56,0,0,"extranjero",1,0,"inactivo","Gipuzkoa"
13.615888,1,"Hombre",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",50,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",25,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",23,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",48,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
6.628788,1,"Mujer",41,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.931818,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
9.820426,1,"Mujer",58,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.2727275,1,"Hombre",39,0,0,"UE",0,0,"indefinido","Gipuzkoa"
7.6704545,1,"Hombre",41,1,1,"extranjero",1,0,"inactivo","Gipuzkoa"
7.1022725,1,"Mujer",33,1,1,"extranjero",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",29,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
1.8939394,1,"Mujer",25,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.2916665,1,"Hombre",23,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",19,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.931818,1,"Hombre",60,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.3863635,1,"Mujer",58,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Mujer",23,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
16.57197,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
8.617424,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",63,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
22.727274,1,"Mujer",59,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",54,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",52,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",25,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
10.60606,1,"Hombre",54,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",50,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",56,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
13.257576,1,"Mujer",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
9.943182,1,"Hombre",36,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",41,0,0,"extranjero",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",48,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Hombre",56,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",54,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",60,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",36,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",59,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
30.594406,1,"Mujer",46,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
19.886364,1,"Hombre",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",43,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Hombre",63,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",61,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
14.583333,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
14.583333,1,"Mujer",58,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",29,0,0,"espanola",1,0,"inactivo","Gipuzkoa"
11.931818,1,"Hombre",39,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.26894,1,"Hombre",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
15.151515,1,"Mujer",39,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
16.57197,1,"Hombre",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
8.5995083,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
12.594697,1,"Hombre",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.5,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.67803,1,"Mujer",55,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",29,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",63,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
13.257576,1,"Mujer",58,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.7929296,1,"Mujer",36,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Mujer",38,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.26894,1,"Hombre",34,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.26894,1,"Mujer",31,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
10.44034,1,"Mujer",59,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",39,1,0,"extranjero",1,1,"inactivo","Gipuzkoa"
0,0,"Hombre",53,1,0,"extranjero",1,1,"inactivo","Gipuzkoa"
7.575758,1,"Mujer",62,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Mujer",39,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
8.948864,1,"Hombre",27,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
8.617424,1,"Mujer",23,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
12.196969,1,"Hombre",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
