"salhora","trabaja","genero","edad","buscat","tiene_hijos","nac","parado","RGIrecep","sitlab","prov"
0,0,"Hombre",50,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",44,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
7.6010103,1,"Mujer",45,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
8.522727,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
5.909091,1,"Mujer",35,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
15.151515,1,"Mujer",56,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
15.246212,1,"Hombre",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",39,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
10.653409,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
12.373737,1,"Mujer",40,0,1,"UE",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Hombre",38,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",60,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",59,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
8.352273,1,"Hombre",31,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",53,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
12.727273,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
12.594697,1,"Hombre",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
112.68939,1,"Hombre",34,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",31,0,1,"espanola",1,0,"inactivo","Gipuzkoa"
9.943182,1,"Hombre",50,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",59,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
11.26894,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Hombre",25,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
9.090909,1,"Hombre",36,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Mujer",30,1,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.818182,1,"Mujer",42,1,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Hombre",45,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",54,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
5.30303,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Hombre",21,0,0,"espanola",0,0,"temporal","Gipuzkoa"
7.291667,1,"Hombre",56,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
9.280303,1,"Mujer",54,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
6.8276515,1,"Mujer",26,1,0,"espanola",0,0,"temporal","Gipuzkoa"
13.257576,1,"Hombre",35,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
13.257576,1,"Mujer",34,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
8.522727,1,"Hombre",36,1,0,"espanola",0,0,"temporal","Gipuzkoa"
12.594697,1,"Hombre",47,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
16.57197,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
13.257576,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",25,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
8.617424,1,"Mujer",33,0,0,"espanola",0,0,"temporal","Gipuzkoa"
11.837122,1,"Hombre",33,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.363636,1,"Hombre",43,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
11.363636,1,"Hombre",41,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
10.60606,1,"Hombre",58,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.848485,1,"Mujer",55,0,1,"espanola",0,0,"temporal","Gipuzkoa"
9.090909,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.818182,1,"Hombre",25,1,0,"espanola",0,0,"temporal","Gipuzkoa"
9.090909,1,"Hombre",46,1,1,"espanola",0,0,"temporal","Gipuzkoa"
5.1136365,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.26894,1,"Mujer",53,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",37,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
10.60606,1,"Hombre",42,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Mujer",40,0,0,"espanola",0,0,"temporal","Gipuzkoa"
7.2916665,1,"Hombre",60,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",58,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
15.246212,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
14.583333,1,"Mujer",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Mujer",31,0,0,"espanola",0,0,"temporal","Gipuzkoa"
6.628788,1,"Hombre",38,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",60,0,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",41,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",59,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
14.583333,1,"Mujer",56,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
14.914773,1,"Hombre",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.755682,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Hombre",34,0,0,"espanola",0,0,"temporal","Gipuzkoa"
5.681818,1,"Hombre",51,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",52,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Mujer",61,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
6.628788,1,"Mujer",30,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
9.943182,1,"Hombre",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Mujer",48,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",32,1,1,"extranjero",1,0,"inactivo","Gipuzkoa"
7.9545455,1,"Hombre",31,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
15.151515,1,"Hombre",43,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Mujer",41,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",55,1,0,"espanola",1,1,"inactivo","Gipuzkoa"
9.943182,1,"Hombre",47,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",63,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
15.625,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",47,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
16.57197,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",50,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",19,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
14.701705,1,"Hombre",35,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
3.9772727,1,"Mujer",53,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
3.030303,1,"Hombre",54,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
5.30303,1,"Mujer",29,0,0,"espanola",0,0,"temporal","Gipuzkoa"
19.886364,1,"Mujer",58,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
17.676767,1,"Hombre",58,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",26,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
6.25,1,"Mujer",53,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
6.25,1,"Hombre",55,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",18,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",56,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",52,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
11.931818,1,"Mujer",47,1,1,"espanola",0,0,"temporal","Gipuzkoa"
12.594697,1,"Hombre",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
6.8939395,1,"Mujer",43,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.931818,1,"Hombre",43,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",32,0,0,"UE",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",37,1,0,"UE",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",24,1,0,"UE",1,0,"inactivo","Gipuzkoa"
8.522727,1,"Hombre",56,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
8.522727,1,"Mujer",54,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
7.9545455,1,"Mujer",27,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
12.594697,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
12.594697,1,"Mujer",35,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
16.233767,1,"Mujer",55,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
16.57197,1,"Hombre",54,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
18.560606,1,"Mujer",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
265.15152,1,"Hombre",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
5.681818,1,"Mujer",51,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",23,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",21,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
13.257576,1,"Mujer",57,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",58,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
13.257576,1,"Hombre",30,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
13.257576,1,"Hombre",55,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
13.257576,1,"Mujer",56,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Mujer",55,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",57,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
5.681818,1,"Hombre",43,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",38,0,1,"extranjero",0,0,"inactivo","Gipuzkoa"
7.2916665,1,"Hombre",35,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",30,0,1,"extranjero",0,0,"inactivo","Gipuzkoa"
21.21212,1,"Mujer",36,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.931818,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
18.229166,1,"Hombre",60,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",58,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
6.8939395,1,"Mujer",37,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
16.571968,1,"Hombre",41,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
15.69976,1,"Hombre",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
15.69976,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",46,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
9.7222214,1,"Mujer",34,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
17.234848,1,"Mujer",44,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",45,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
8.617424,1,"Hombre",42,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",55,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",55,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",23,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",64,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",23,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.038961,1,"Hombre",46,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",52,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
15.835438,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
24.910288,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",48,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
6.1553035,1,"Mujer",39,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
29.829546,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
21.54356,1,"Mujer",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Hombre",27,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
19.886364,1,"Hombre",46,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
5.681818,1,"Mujer",42,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
8.484849,1,"Mujer",45,0,0,"espanola",0,0,"temporal","Gipuzkoa"
21.306818,1,"Hombre",31,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",31,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",62,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
18.560606,1,"Hombre",36,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",57,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
7.9545455,1,"Hombre",46,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.8607955,1,"Mujer",48,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Mujer",38,0,0,"espanola",0,0,"temporal","Gipuzkoa"
13.257576,1,"Hombre",61,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
3.7878788,1,"Mujer",60,0,0,"espanola",0,0,"obra","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",63,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",52,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",53,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
10.60606,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Mujer",50,0,1,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Mujer",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
10.60606,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",52,1,1,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",35,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
6.818182,1,"Mujer",21,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.60606,1,"Mujer",40,0,1,"espanola",0,0,"temporal","Gipuzkoa"
9.943182,1,"Hombre",55,0,1,"extranjero",0,1,"temporal","Gipuzkoa"
0,0,"Mujer",42,0,1,"extranjero",0,1,"inactivo","Gipuzkoa"
0,0,"Hombre",21,1,0,"extranjero",0,1,"inactivo","Gipuzkoa"
0,0,"Hombre",17,1,0,"extranjero",0,1,"inactivo","Gipuzkoa"
8.522727,1,"Mujer",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.386364,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",19,0,0,"espanola",1,0,"inactivo","Gipuzkoa"
6.628788,1,"Mujer",43,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",64,0,0,"espanola",1,0,"inactivo","Gipuzkoa"
17.045454,1,"Mujer",54,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",24,0,1,"espanola",1,1,"inactivo","Gipuzkoa"
0,0,"Hombre",22,1,1,"espanola",1,1,"inactivo","Gipuzkoa"
13.257576,1,"Hombre",59,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
13.257576,1,"Mujer",55,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.818182,1,"Hombre",25,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Mujer",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
8.522727,1,"Hombre",40,0,1,"espanola",0,0,"otro","Gipuzkoa"
0,0,"Mujer",35,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
5.965909,1,"Hombre",52,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.2916665,1,"Mujer",41,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Hombre",58,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
9.280303,1,"Hombre",28,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
8.617424,1,"Mujer",26,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",64,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",62,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",63,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",56,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
6.818182,1,"Hombre",54,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",49,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
7.9545455,1,"Hombre",42,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",61,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
12.215909,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.174243,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",55,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
10.227273,1,"Mujer",53,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.280303,1,"Hombre",24,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
13.257576,1,"Hombre",38,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
13.257576,1,"Mujer",34,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",56,0,1,"espanola",1,0,"inactivo","Gipuzkoa"
5.30303,1,"Hombre",24,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
10.227273,1,"Hombre",42,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
8.9285717,1,"Mujer",35,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
15.246212,1,"Hombre",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.3434343,1,"Mujer",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.6839828,1,"Mujer",55,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
21.21212,1,"Hombre",57,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.818182,1,"Hombre",41,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Mujer",40,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.931818,1,"Hombre",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.489899,1,"Mujer",37,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
9.943182,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.707989,1,"Mujer",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.9545455,1,"Hombre",25,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
4.5454545,1,"Hombre",39,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",38,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Mujer",38,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
16.094698,1,"Hombre",50,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
3.1818182,1,"Mujer",45,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
0,0,"Mujer",18,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
11.363636,1,"Hombre",53,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.666667,1,"Mujer",45,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.9375,1,"Hombre",40,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Hombre",42,0,0,"espanola",1,0,"inactivo","Gipuzkoa"
7.9545455,1,"Mujer",35,0,0,"extranjero",0,0,"temporal","Gipuzkoa"
7.9545455,1,"Hombre",33,0,0,"extranjero",1,0,"inactivo","Gipuzkoa"
2.9234653,1,"Hombre",63,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
3.6255412,1,"Mujer",63,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",54,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Hombre",26,1,0,"espanola",1,0,"inactivo","Gipuzkoa"
8.8383837,1,"Hombre",42,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
12.121212,1,"Hombre",47,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",46,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Hombre",18,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
7.3358588,1,"Mujer",40,1,1,"espanola",0,0,"indefinido","Gipuzkoa"
14.772727,1,"Hombre",43,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.25,1,"Mujer",43,1,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",54,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
18.716576,1,"Mujer",47,1,1,"espanola",0,0,"indefinido","Gipuzkoa"
12.878788,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.489899,1,"Mujer",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
4.5454545,1,"Mujer",23,0,0,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Mujer",20,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
17.045454,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.8977275,1,"Hombre",41,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.2474747,1,"Mujer",35,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
7.1022725,1,"Hombre",37,0,1,"extranjero",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",30,0,1,"extranjero",0,0,"inactivo","Gipuzkoa"
7.1428571,1,"Mujer",28,0,0,"extranjero",0,0,"temporal","Gipuzkoa"
5.3030305,1,"Hombre",32,0,1,"extranjero",0,0,"temporal","Gipuzkoa"
7.7922077,1,"Mujer",26,1,1,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Mujer",44,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",51,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
10.795455,1,"Hombre",49,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",17,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
6.1464648,1,"Hombre",50,1,1,"espanola",0,0,"temporal","Gipuzkoa"
10,1,"Mujer",48,1,1,"espanola",0,0,"temporal","Gipuzkoa"
0,0,"Hombre",16,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
0,0,"Mujer",49,0,0,"extranjero",1,1,"inactivo","Gipuzkoa"
8.8383837,1,"Hombre",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",51,1,1,"espanola",1,0,"inactivo","Gipuzkoa"
0,0,"Mujer",22,0,0,"espanola",0,0,"inactivo","Gipuzkoa"
13.96104,1,"Hombre",54,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
11.047979,1,"Mujer",44,0,1,"espanola",0,0,"temporal","Gipuzkoa"
13.636364,1,"Mujer",52,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.6704545,1,"Hombre",42,1,0,"espanola",0,0,"temporal","Gipuzkoa"
12.689394,1,"Hombre",38,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.079545,1,"Hombre",44,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
6.628788,1,"Mujer",43,0,1,"espanola",0,0,"indefinido","Gipuzkoa"
7.244318,1,"Hombre",40,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
9.280303,1,"Hombre",29,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
6.060606,1,"Mujer",25,0,0,"espanola",0,0,"autonomo","Gipuzkoa"
8.385417,1,"Hombre",40,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",59,0,1,"espanola",0,0,"inactivo","Gipuzkoa"
4.5454545,1,"Hombre",30,0,0,"espanola",0,0,"temporal","Gipuzkoa"
7.2916665,1,"Hombre",53,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.449724,1,"Mujer",46,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
11.784512,1,"Hombre",41,0,0,"espanola",0,0,"indefinido","Gipuzkoa"
0,0,"Mujer",62,0,1,"espanola",0,0,"autonomo","Gipuzkoa"
